"time","rep","training_site","infections","importations","testPositive"
26,361,"FLW",1,1,0
26,362,"FB",6,0,537
26,362,"FLW",0,0,2
26,363,"FB",12,0,21
26,363,"FLW",0,0,1
26,364,"FB",27,0,459
26,364,"FLW",0,0,2
26,365,"FB",0,0,4
26,365,"FLW",17,0,75
26,366,"FB",1,0,2
26,366,"FLW",1,0,421
26,367,"FB",1,0,215
26,367,"FLW",0,0,2
26,368,"FB",12,0,12
26,368,"FLW",0,0,0
26,369,"FB",0,0,191
26,369,"FLW",0,0,3
26,37,"FB",0,0,210
26,37,"FLW",26,0,291
26,370,"FB",7,0,9
26,370,"FLW",5,0,5
26,371,"FB",7,0,170
26,371,"FLW",0,0,0
26,372,"FB",16,0,167
26,372,"FLW",0,0,1
26,373,"FB",1,0,196
26,373,"FLW",0,0,0
26,374,"FB",2,0,200
26,374,"FLW",0,0,146
26,375,"FB",0,0,4
26,375,"FLW",0,0,1
26,376,"FB",0,0,0
26,376,"FLW",0,0,0
26,377,"FB",0,0,355
26,377,"FLW",0,0,1
26,378,"FB",0,0,3
26,378,"FLW",0,0,3
26,379,"FB",2,0,547
26,379,"FLW",13,0,162
26,38,"FB",2,0,112
26,38,"FLW",0,0,1
26,380,"FB",11,0,288
26,380,"FLW",0,0,3
26,381,"FB",0,0,0
26,381,"FLW",0,0,2
26,382,"FB",1,1,0
26,382,"FLW",0,0,1
26,383,"FB",29,0,480
26,383,"FLW",24,0,186
26,384,"FB",26,0,476
26,384,"FLW",0,0,2
26,385,"FB",0,0,1
26,385,"FLW",0,0,2
26,386,"FB",3,1,531
26,386,"FLW",3,0,127
26,387,"FB",55,0,339
26,387,"FLW",0,0,1
26,388,"FB",34,0,93
26,388,"FLW",0,0,0
26,389,"FB",0,0,3
26,389,"FLW",0,0,1
26,39,"FB",1,0,183
26,39,"FLW",0,0,0
26,390,"FB",0,0,1
26,390,"FLW",0,0,0
26,391,"FB",13,0,367
26,391,"FLW",0,0,0
26,392,"FB",1,1,5
26,392,"FLW",0,0,145
26,393,"FB",0,0,0
26,393,"FLW",43,0,110
26,394,"FB",5,0,325
26,394,"FLW",4,0,119
26,395,"FB",3,0,197
26,395,"FLW",0,0,2
26,396,"FB",4,0,138
26,396,"FLW",0,0,1
26,397,"FB",4,0,522
26,397,"FLW",0,0,403
26,398,"FB",23,0,115
26,398,"FLW",0,0,4
26,399,"FB",33,0,58
26,399,"FLW",0,0,2
26,4,"FB",5,0,347
26,4,"FLW",0,0,1
26,40,"FB",2,0,303
26,40,"FLW",1,0,144
26,400,"FB",0,0,393
26,400,"FLW",2,0,137
26,401,"FB",20,0,504
26,401,"FLW",2,0,118
26,402,"FB",1,0,399
26,402,"FLW",0,0,3
26,403,"FB",0,0,209
26,403,"FLW",0,0,1
26,404,"FB",0,0,180
26,404,"FLW",19,0,45
26,405,"FB",2,0,195
26,405,"FLW",0,0,0
26,406,"FB",2,0,199
26,406,"FLW",1,0,124
26,407,"FB",2,0,128
26,407,"FLW",52,0,120
26,408,"FB",0,0,153
26,408,"FLW",2,0,127
26,409,"FB",2,0,125
26,409,"FLW",0,0,0
26,41,"FB",20,0,446
26,41,"FLW",0,0,2
26,410,"FB",5,0,8
26,410,"FLW",0,0,3
26,411,"FB",19,0,399
26,411,"FLW",0,0,0
26,412,"FB",21,0,200
26,412,"FLW",0,0,1
26,413,"FB",0,0,2
26,413,"FLW",0,0,0
26,414,"FB",68,0,84
26,414,"FLW",0,0,3
26,415,"FB",0,0,0
26,415,"FLW",0,0,2
26,416,"FB",22,0,376
26,416,"FLW",0,0,2
26,417,"FB",3,0,128
26,417,"FLW",27,0,201
26,418,"FB",33,0,346
26,418,"FLW",0,0,3
26,419,"FB",7,0,207
26,419,"FLW",0,0,2
26,42,"FB",0,0,5
26,42,"FLW",0,0,140
26,420,"FB",1,0,185
26,420,"FLW",1,0,276
26,421,"FB",0,0,1
26,421,"FLW",0,0,2
26,422,"FB",41,0,258
26,422,"FLW",0,0,1
26,423,"FB",0,0,2
26,423,"FLW",0,0,2
26,424,"FB",0,0,3
26,424,"FLW",0,0,2
26,425,"FB",5,0,178
26,425,"FLW",0,0,1
26,426,"FB",13,0,171
26,426,"FLW",0,0,3
26,427,"FB",1,0,527
26,427,"FLW",0,0,0
26,428,"FB",3,0,125
26,428,"FLW",0,0,1
26,429,"FB",20,1,255
26,429,"FLW",0,0,2
26,43,"FB",0,0,4
26,43,"FLW",0,0,0
26,430,"FB",25,0,107
26,430,"FLW",0,0,3
26,431,"FB",3,0,332
26,431,"FLW",0,0,3
26,432,"FB",0,0,521
26,432,"FLW",0,0,2
26,433,"FB",0,0,2
26,433,"FLW",0,0,0
26,434,"FB",9,0,503
26,434,"FLW",0,0,0
26,435,"FB",0,0,0
26,435,"FLW",0,0,0
26,436,"FB",6,0,121
26,436,"FLW",19,0,172
26,437,"FB",0,0,2
26,437,"FLW",0,0,5
26,438,"FB",4,0,531
26,438,"FLW",0,0,1
26,439,"FB",20,0,479
26,439,"FLW",0,0,1
26,44,"FB",8,0,492
26,44,"FLW",0,0,0
26,440,"FB",27,0,250
26,440,"FLW",0,0,2
26,441,"FB",16,0,212
26,441,"FLW",0,0,0
26,442,"FB",41,0,66
26,442,"FLW",0,0,2
26,443,"FB",12,0,10
26,443,"FLW",0,0,1
26,444,"FB",1,0,531
26,444,"FLW",0,0,0
26,445,"FB",19,0,160
26,445,"FLW",0,0,3
26,446,"FB",3,0,525
26,446,"FLW",0,0,1
26,447,"FB",0,0,0
26,447,"FLW",0,0,2
26,448,"FB",0,0,0
26,448,"FLW",3,0,125
26,449,"FB",17,0,313
26,449,"FLW",0,0,1
26,45,"FB",43,0,409
26,45,"FLW",3,0,2
26,450,"FB",40,0,160
26,450,"FLW",0,0,0
26,451,"FB",34,0,387
26,451,"FLW",0,0,1
26,452,"FB",44,0,228
26,452,"FLW",1,1,1
26,453,"FB",45,0,141
26,453,"FLW",0,0,0
26,454,"FB",0,0,198
26,454,"FLW",0,0,2
26,455,"FB",0,0,137
26,455,"FLW",5,0,104
26,456,"FB",0,0,1
26,456,"FLW",1,0,279
26,457,"FB",19,0,261
26,457,"FLW",1,0,141
26,458,"FB",0,0,2
26,458,"FLW",0,0,2
26,459,"FB",9,0,506
26,459,"FLW",0,0,4
26,46,"FB",30,0,234
26,46,"FLW",0,0,3
26,460,"FB",0,0,2
26,460,"FLW",1,0,129
26,461,"FB",12,0,12
26,461,"FLW",0,0,0
26,462,"FB",90,0,157
26,462,"FLW",12,0,11
26,463,"FB",17,0,364
26,463,"FLW",0,0,2
26,464,"FB",2,0,196
26,464,"FLW",6,0,104
26,465,"FB",6,0,191
26,465,"FLW",0,0,2
26,466,"FB",0,0,2
26,466,"FLW",0,0,1
26,467,"FB",30,0,366
26,467,"FLW",0,0,2
26,468,"FB",0,0,4
26,468,"FLW",2,0,147
26,469,"FB",6,1,206
26,469,"FLW",0,0,1
26,47,"FB",19,0,241
26,47,"FLW",10,0,137
26,470,"FB",0,0,3
26,470,"FLW",0,0,1
26,471,"FB",0,0,2
26,471,"FLW",0,0,1
26,472,"FB",58,0,256
26,472,"FLW",0,0,2
26,473,"FB",24,0,244
26,473,"FLW",0,0,3
26,474,"FB",0,0,1
26,474,"FLW",0,0,2
26,475,"FB",0,0,1
26,475,"FLW",0,0,2
26,476,"FB",5,0,299
26,476,"FLW",0,0,2
26,477,"FB",0,0,2
26,477,"FLW",0,0,2
26,478,"FB",0,0,1
26,478,"FLW",0,0,137
26,479,"FB",0,0,2
26,479,"FLW",0,0,0
26,48,"FB",9,0,510
26,48,"FLW",0,0,1
26,480,"FB",3,0,4
26,480,"FLW",0,0,0
26,481,"FB",0,0,0
26,481,"FLW",0,0,114
26,482,"FB",1,0,209
26,482,"FLW",0,0,4
26,483,"FB",12,0,322
26,483,"FLW",17,0,209
26,484,"FB",16,0,237
26,484,"FLW",1,1,2
26,485,"FB",0,0,2
26,485,"FLW",0,0,0
26,486,"FB",0,0,2
26,486,"FLW",0,0,0
26,487,"FB",3,0,178
26,487,"FLW",0,0,5
26,488,"FB",14,0,508
26,488,"FLW",0,0,1
26,489,"FB",2,0,390
26,489,"FLW",9,0,402
26,49,"FB",0,0,1
26,49,"FLW",6,0,0
26,490,"FB",2,0,213
26,490,"FLW",0,0,0
26,491,"FB",20,0,35
26,491,"FLW",36,0,275
26,492,"FB",21,0,256
26,492,"FLW",0,0,1
26,493,"FB",0,0,0
26,493,"FLW",0,0,1
26,494,"FB",9,0,10
26,494,"FLW",0,0,1
26,495,"FB",0,0,0
26,495,"FLW",0,0,3
26,496,"FB",33,0,63
26,496,"FLW",1,0,136
26,497,"FB",1,0,127
26,497,"FLW",0,0,0
26,498,"FB",3,0,129
26,498,"FLW",0,0,0
26,499,"FB",28,0,136
26,499,"FLW",0,0,0
26,5,"FB",6,0,366
26,5,"FLW",8,0,240
26,50,"FB",0,0,1
26,50,"FLW",0,0,1
26,500,"FB",0,0,0
26,500,"FLW",0,0,0
26,501,"FB",1,0,152
26,501,"FLW",0,0,1
26,502,"FB",51,0,55
26,502,"FLW",2,0,136
26,503,"FB",2,1,0
26,503,"FLW",3,0,84
26,504,"FB",0,0,1
26,504,"FLW",0,0,1
26,505,"FB",1,0,193
26,505,"FLW",12,0,105
26,506,"FB",0,0,201
26,506,"FLW",0,0,2
26,507,"FB",0,0,1
26,507,"FLW",0,0,3
26,508,"FB",6,0,190
26,508,"FLW",4,0,129
26,509,"FB",1,0,526
26,509,"FLW",0,0,3
26,51,"FB",0,0,0
26,51,"FLW",0,0,0
26,510,"FB",11,0,212
26,510,"FLW",0,0,4
26,511,"FB",76,0,282
26,511,"FLW",15,0,11
26,512,"FB",0,0,2
26,512,"FLW",0,0,1
26,513,"FB",2,0,101
26,513,"FLW",0,0,2
26,514,"FB",6,0,496
26,514,"FLW",0,0,2
26,515,"FB",30,1,434
26,515,"FLW",0,0,0
26,516,"FB",5,0,13
26,516,"FLW",0,0,1
26,517,"FB",22,0,27
26,517,"FLW",5,0,409
26,518,"FB",0,0,4
26,518,"FLW",2,0,1
26,519,"FB",1,0,381
26,519,"FLW",0,0,1
26,52,"FB",0,0,4
26,52,"FLW",0,0,2
26,520,"FB",42,0,374
26,520,"FLW",0,0,2
26,521,"FB",2,0,180
26,521,"FLW",0,0,1
26,522,"FB",0,0,207
26,522,"FLW",0,0,1
26,523,"FB",1,0,206
26,523,"FLW",0,0,135
26,524,"FB",0,0,1
26,524,"FLW",0,0,4
26,525,"FB",2,0,206
26,525,"FLW",0,0,4
26,526,"FB",49,0,359
26,526,"FLW",0,0,1
26,527,"FB",0,0,4
26,527,"FLW",0,0,2
26,528,"FB",0,0,2
26,528,"FLW",0,0,0
26,529,"FB",0,0,1
26,529,"FLW",0,0,3
26,53,"FB",0,0,1
26,53,"FLW",10,0,6
26,530,"FB",1,0,213
26,530,"FLW",0,0,1
26,531,"FB",1,0,198
26,531,"FLW",4,0,268
26,532,"FB",0,0,3
26,532,"FLW",0,0,0
26,533,"FB",24,0,470
26,533,"FLW",4,0,120
26,534,"FB",3,0,1
26,534,"FLW",0,0,2
26,535,"FB",1,0,211
26,535,"FLW",0,0,1
26,536,"FB",0,0,2
26,536,"FLW",25,0,335
26,537,"FB",47,0,379
26,537,"FLW",0,0,1
26,538,"FB",9,0,160
26,538,"FLW",0,0,0
26,539,"FB",2,0,128
26,539,"FLW",0,0,0
26,54,"FB",3,0,197
26,54,"FLW",0,0,1
26,540,"FB",2,0,204
26,540,"FLW",47,0,265
26,541,"FB",2,0,119
26,541,"FLW",0,0,0
26,542,"FB",0,0,1
26,542,"FLW",0,0,2
26,543,"FB",3,0,141
26,543,"FLW",0,0,4
26,544,"FB",2,0,199
26,544,"FLW",4,0,111
26,545,"FB",9,0,21
26,545,"FLW",0,0,1
26,546,"FB",12,0,306
26,546,"FLW",0,0,1
26,547,"FB",29,0,70
26,547,"FLW",17,0,86
26,548,"FB",3,0,394
26,548,"FLW",0,0,134
26,549,"FB",1,0,196
26,549,"FLW",2,0,113
26,55,"FB",0,0,1
26,55,"FLW",0,0,1
26,550,"FB",11,0,438
26,550,"FLW",0,0,0
26,551,"FB",1,0,5
26,551,"FLW",15,0,358
26,552,"FB",0,0,0
26,552,"FLW",0,0,1
26,553,"FB",1,0,201
26,553,"FLW",0,0,2
26,554,"FB",14,0,302
26,554,"FLW",0,0,4
26,555,"FB",3,0,188
26,555,"FLW",0,0,1
26,556,"FB",7,0,176
26,556,"FLW",0,0,1
26,557,"FB",17,0,205
26,557,"FLW",0,0,1
26,558,"FB",1,0,360
26,558,"FLW",1,0,120
26,559,"FB",0,0,5
26,559,"FLW",0,0,0
26,56,"FB",3,0,346
26,56,"FLW",0,0,143
26,560,"FB",0,0,2
26,560,"FLW",0,0,0
26,561,"FB",0,0,1
26,561,"FLW",0,0,2
26,562,"FB",41,0,269
26,562,"FLW",0,0,137
26,563,"FB",0,0,4
26,563,"FLW",1,0,144
26,564,"FB",9,0,550
26,564,"FLW",4,0,133
26,565,"FB",0,0,149
26,565,"FLW",14,0,357
26,566,"FB",1,0,200
26,566,"FLW",0,0,3
26,567,"FB",29,0,49
26,567,"FLW",0,0,1
26,568,"FB",7,0,512
26,568,"FLW",3,0,126
26,569,"FB",0,0,4
26,569,"FLW",0,0,1
26,57,"FB",0,0,2
26,57,"FLW",0,0,1
26,570,"FB",0,0,2
26,570,"FLW",0,0,4
26,571,"FB",0,0,552
26,571,"FLW",6,0,404
26,572,"FB",3,0,354
26,572,"FLW",0,0,4
26,573,"FB",20,0,404
26,573,"FLW",32,0,63
26,574,"FB",1,0,191
26,574,"FLW",0,0,1
26,575,"FB",0,0,189
26,575,"FLW",0,0,0
26,576,"FB",3,0,562
26,576,"FLW",0,0,1
26,577,"FB",0,0,1
26,577,"FLW",0,0,145
26,578,"FB",1,0,189
26,578,"FLW",0,0,147
26,579,"FB",0,0,4
26,579,"FLW",24,0,29
26,58,"FB",1,1,202
26,58,"FLW",1,0,127
26,580,"FB",1,0,196
26,580,"FLW",8,0,126
26,581,"FB",20,0,260
26,581,"FLW",0,0,1
26,582,"FB",0,0,196
26,582,"FLW",0,0,1
26,583,"FB",1,0,191
26,583,"FLW",0,0,0
26,584,"FB",0,0,186
26,584,"FLW",0,0,2
26,585,"FB",0,0,1
26,585,"FLW",0,0,3
26,586,"FB",48,0,172
26,586,"FLW",0,0,1
26,587,"FB",41,0,53
26,587,"FLW",0,0,2
26,588,"FB",47,0,366
26,588,"FLW",2,0,1
26,589,"FB",6,0,540
26,589,"FLW",0,0,1
26,59,"FB",14,0,12
26,59,"FLW",0,0,0
26,590,"FB",0,0,188
26,590,"FLW",0,0,3
26,591,"FB",0,0,1
26,591,"FLW",0,0,2
26,592,"FB",41,0,316
26,592,"FLW",0,0,0
26,593,"FB",0,0,214
26,593,"FLW",0,0,0
26,594,"FB",10,0,14
26,594,"FLW",0,0,1
26,595,"FB",14,0,121
26,595,"FLW",0,0,2
26,596,"FB",2,0,203
26,596,"FLW",0,0,1
26,597,"FB",2,0,518
26,597,"FLW",11,0,235
26,598,"FB",8,0,167
26,598,"FLW",0,0,3
26,599,"FB",0,0,1
26,599,"FLW",0,0,3
26,6,"FB",1,1,4
26,6,"FLW",0,0,1
26,60,"FB",6,0,304
26,60,"FLW",0,0,1
26,600,"FB",0,0,1
26,600,"FLW",0,0,1
26,601,"FB",0,0,204
26,601,"FLW",0,0,4
26,602,"FB",0,0,203
26,602,"FLW",0,0,1
26,603,"FB",4,0,525
26,603,"FLW",6,0,96
26,604,"FB",4,0,184
26,604,"FLW",0,0,3
26,605,"FB",0,0,1
26,605,"FLW",0,0,1
26,606,"FB",1,0,325
26,606,"FLW",0,0,1
26,607,"FB",1,0,129
26,607,"FLW",0,0,1
26,608,"FB",0,0,204
26,608,"FLW",0,0,2
26,609,"FB",3,0,150
26,609,"FLW",0,0,0
26,61,"FB",0,0,0
26,61,"FLW",0,0,2
26,610,"FB",0,0,1
26,610,"FLW",0,0,0
26,611,"FB",1,0,194
26,611,"FLW",0,0,2
26,612,"FB",19,0,280
26,612,"FLW",6,0,6
26,613,"FB",4,0,193
26,613,"FLW",0,0,2
26,614,"FB",0,0,4
26,614,"FLW",0,0,2
26,615,"FB",0,0,210
26,615,"FLW",0,0,3
26,616,"FB",1,0,199
26,616,"FLW",0,0,4
26,617,"FB",53,0,161
26,617,"FLW",0,0,0
26,618,"FB",1,0,210
26,618,"FLW",6,0,119
26,619,"FB",0,0,4
26,619,"FLW",0,0,0
26,62,"FB",23,0,235
26,62,"FLW",0,0,134
26,620,"FB",0,0,3
26,620,"FLW",0,0,146
26,621,"FB",0,0,6
26,621,"FLW",0,0,1
26,622,"FB",2,0,214
26,622,"FLW",0,0,2
26,623,"FB",0,0,2
26,623,"FLW",0,0,2
26,624,"FB",1,0,120
26,624,"FLW",7,0,401
26,625,"FB",0,0,3
26,625,"FLW",0,0,136
26,626,"FB",14,0,136
26,626,"FLW",0,0,0
26,627,"FB",1,0,192
26,627,"FLW",5,0,119
26,628,"FB",0,0,1
26,628,"FLW",29,0,292
26,629,"FB",1,0,524
26,629,"FLW",0,0,2
26,63,"FB",0,0,209
26,63,"FLW",0,0,2
26,630,"FB",0,0,199
26,630,"FLW",0,0,1
26,631,"FB",0,0,0
26,631,"FLW",0,0,1
26,632,"FB",3,1,215
26,632,"FLW",0,0,0
26,633,"FB",1,0,197
26,633,"FLW",0,0,1
26,634,"FB",0,0,1
26,634,"FLW",0,0,148
26,635,"FB",0,0,199
26,635,"FLW",2,0,132
26,636,"FB",41,0,219
26,636,"FLW",12,0,97
26,637,"FB",0,0,1
26,637,"FLW",0,0,2
26,638,"FB",0,0,1
26,638,"FLW",0,0,2
26,639,"FB",0,0,197
26,639,"FLW",0,0,1
26,64,"FB",1,0,131
26,64,"FLW",0,0,2
26,640,"FB",0,0,1
26,640,"FLW",5,0,116
26,641,"FB",2,0,2
26,641,"FLW",0,0,1
26,642,"FB",1,0,401
26,642,"FLW",0,0,0
26,643,"FB",1,0,206
26,643,"FLW",11,0,238
26,644,"FB",3,0,122
26,644,"FLW",36,0,157
26,645,"FB",0,0,1
26,645,"FLW",14,0,9
26,646,"FB",44,0,255
26,646,"FLW",0,0,2
26,647,"FB",33,0,330
26,647,"FLW",0,0,3
26,648,"FB",1,0,132
26,648,"FLW",0,0,0
26,649,"FB",0,0,0
26,649,"FLW",0,0,1
26,65,"FB",16,0,209
26,65,"FLW",0,0,6
26,650,"FB",15,0,167
26,650,"FLW",0,0,0
26,651,"FB",25,0,284
26,651,"FLW",28,0,160
26,652,"FB",0,0,1
26,652,"FLW",0,0,1
26,653,"FB",2,0,197
26,653,"FLW",0,0,1
26,654,"FB",0,0,2
26,654,"FLW",0,0,2
26,655,"FB",26,0,108
26,655,"FLW",2,0,139
26,656,"FB",3,0,365
26,656,"FLW",0,0,3
26,657,"FB",3,0,139
26,657,"FLW",0,0,140
26,658,"FB",0,0,1
26,658,"FLW",0,0,2
26,659,"FB",0,0,190
26,659,"FLW",4,0,123
26,66,"FB",4,0,563
26,66,"FLW",13,0,91
26,660,"FB",1,0,137
26,660,"FLW",0,0,1
26,661,"FB",8,0,193
26,661,"FLW",11,0,9
26,662,"FB",1,0,548
26,662,"FLW",0,0,0
26,663,"FB",0,0,4
26,663,"FLW",14,0,58
26,664,"FB",10,0,314
26,664,"FLW",7,0,28
26,665,"FB",0,0,144
26,665,"FLW",0,0,1
26,666,"FB",0,0,3
26,666,"FLW",0,0,1
26,667,"FB",36,0,412
26,667,"FLW",0,0,0
26,668,"FB",0,0,1
26,668,"FLW",0,0,139
26,669,"FB",0,0,2
26,669,"FLW",4,0,127
26,67,"FB",0,0,1
26,67,"FLW",0,0,0
26,670,"FB",23,0,129
26,670,"FLW",0,0,1
26,671,"FB",28,0,47
26,671,"FLW",0,0,2
26,672,"FB",2,0,208
26,672,"FLW",0,0,0
26,673,"FB",0,0,1
26,673,"FLW",0,0,0
26,674,"FB",3,0,543
26,674,"FLW",0,0,1
26,675,"FB",2,0,137
26,675,"FLW",0,0,0
26,676,"FB",23,0,261
26,676,"FLW",0,0,2
26,677,"FB",0,0,205
26,677,"FLW",0,0,0
26,678,"FB",25,0,114
26,678,"FLW",37,0,55
26,679,"FB",20,1,24
26,679,"FLW",2,0,131
26,68,"FB",2,0,133
26,68,"FLW",0,0,0
26,680,"FB",11,0,318
26,680,"FLW",0,0,1
26,681,"FB",1,0,213
26,681,"FLW",0,0,0
26,682,"FB",0,0,140
26,682,"FLW",0,0,1
26,683,"FB",0,0,2
26,683,"FLW",0,0,2
26,684,"FB",11,0,304
26,684,"FLW",0,0,1
26,685,"FB",19,0,54
26,685,"FLW",0,0,1
26,686,"FB",1,0,201
26,686,"FLW",0,0,2
26,687,"FB",1,0,190
26,687,"FLW",1,0,277
26,688,"FB",34,0,50
26,688,"FLW",0,0,1
26,689,"FB",0,0,4
26,689,"FLW",0,0,2
26,69,"FB",0,0,2
26,69,"FLW",13,0,414
26,690,"FB",2,0,2
26,690,"FLW",0,0,2
26,691,"FB",1,1,1
26,691,"FLW",20,0,61
26,692,"FB",1,0,548
26,692,"FLW",22,0,341
26,693,"FB",2,0,569
26,693,"FLW",0,0,1
26,694,"FB",1,0,3
26,694,"FLW",0,0,2
26,695,"FB",1,0,197
26,695,"FLW",0,0,0
26,696,"FB",16,0,423
26,696,"FLW",26,0,249
26,697,"FB",47,0,264
26,697,"FLW",0,0,1
26,698,"FB",0,0,207
26,698,"FLW",0,0,1
26,699,"FB",0,0,204
26,699,"FLW",0,0,2
26,7,"FB",8,1,136
26,7,"FLW",0,0,0
26,70,"FB",0,0,189
26,70,"FLW",13,0,99
26,700,"FB",1,0,331
26,700,"FLW",0,0,0
26,701,"FB",0,0,202
26,701,"FLW",0,0,0
26,702,"FB",1,0,144
26,702,"FLW",0,0,2
26,703,"FB",0,0,1
26,703,"FLW",0,0,3
26,704,"FB",0,0,2
26,704,"FLW",0,0,4
26,705,"FB",11,0,291
26,705,"FLW",21,0,197
26,706,"FB",14,0,294
26,706,"FLW",0,0,1
26,707,"FB",0,0,195
26,707,"FLW",0,0,1
26,708,"FB",37,0,36
26,708,"FLW",0,0,5
26,709,"FB",3,0,195
26,709,"FLW",0,0,3
26,71,"FB",0,0,211
26,71,"FLW",19,0,210
26,710,"FB",0,0,1
26,710,"FLW",0,0,1
26,711,"FB",0,0,3
26,711,"FLW",1,0,1
26,712,"FB",2,0,529
26,712,"FLW",0,0,3
26,713,"FB",0,0,192
26,713,"FLW",0,0,2
26,714,"FB",0,0,1
26,714,"FLW",0,0,0
26,715,"FB",2,0,198
26,715,"FLW",2,0,142
26,716,"FB",0,0,2
26,716,"FLW",0,0,2
26,717,"FB",0,0,1
26,717,"FLW",0,0,4
26,718,"FB",0,0,2
26,718,"FLW",0,0,1
26,719,"FB",0,0,199
26,719,"FLW",0,0,4
26,72,"FB",0,0,3
26,72,"FLW",0,0,3
26,720,"FB",0,0,3
26,720,"FLW",0,0,2
26,721,"FB",1,0,202
26,721,"FLW",0,0,1
26,722,"FB",3,0,200
26,722,"FLW",0,0,1
26,723,"FB",5,0,533
26,723,"FLW",0,0,3
26,724,"FB",6,0,2
26,724,"FLW",1,0,108
26,725,"FB",4,0,394
26,725,"FLW",0,0,0
26,726,"FB",25,0,458
26,726,"FLW",0,0,141
26,727,"FB",5,0,6
26,727,"FLW",0,0,4
26,728,"FB",0,0,206
26,728,"FLW",15,0,229
26,729,"FB",2,0,142
26,729,"FLW",0,0,3
26,73,"FB",26,0,440
26,73,"FLW",0,0,1
26,730,"FB",37,0,392
26,730,"FLW",28,0,173
26,731,"FB",23,0,21
26,731,"FLW",0,0,3
26,732,"FB",0,0,2
26,732,"FLW",0,0,1
26,733,"FB",4,0,201
26,733,"FLW",0,0,2
26,734,"FB",0,0,1
26,734,"FLW",0,0,0
26,735,"FB",64,0,272
26,735,"FLW",0,0,3
26,736,"FB",11,0,134
26,736,"FLW",0,0,1
26,737,"FB",34,0,437
26,737,"FLW",0,0,0
26,738,"FB",49,0,167
26,738,"FLW",0,0,3
26,739,"FB",11,0,21
26,739,"FLW",0,0,3
26,74,"FB",10,0,178
26,74,"FLW",0,0,0
26,740,"FB",0,0,2
26,740,"FLW",0,0,3
26,741,"FB",1,0,338
26,741,"FLW",2,0,132
26,742,"FB",30,0,31
26,742,"FLW",0,0,2
26,743,"FB",0,0,1
26,743,"FLW",5,0,406
26,744,"FB",0,0,213
26,744,"FLW",0,0,1
26,745,"FB",1,0,199
26,745,"FLW",0,0,1
26,746,"FB",19,0,375
26,746,"FLW",0,0,0
26,747,"FB",0,0,3
26,747,"FLW",0,0,1
26,748,"FB",17,0,55
26,748,"FLW",0,0,2
26,749,"FB",0,0,2
26,749,"FLW",0,0,2
26,75,"FB",33,0,174
26,75,"FLW",0,0,5
26,750,"FB",1,0,388
26,750,"FLW",5,0,90
26,751,"FB",0,0,1
26,751,"FLW",5,0,416
26,752,"FB",0,0,332
26,752,"FLW",0,0,2
26,753,"FB",1,0,178
26,753,"FLW",0,0,0
26,754,"FB",1,0,2
26,754,"FLW",0,0,0
26,755,"FB",0,0,1
26,755,"FLW",1,0,254
26,756,"FB",3,0,340
26,756,"FLW",0,0,3
26,757,"FB",1,0,186
26,757,"FLW",5,0,107
26,758,"FB",0,0,212
26,758,"FLW",0,0,0
26,759,"FB",1,0,206
26,759,"FLW",0,0,1
26,76,"FB",0,0,517
26,76,"FLW",0,0,1
26,760,"FB",0,0,1
26,760,"FLW",5,0,420
26,761,"FB",23,0,450
26,761,"FLW",0,0,3
26,762,"FB",0,0,1
26,762,"FLW",0,0,127
26,763,"FB",4,0,129
26,763,"FLW",13,0,213
26,764,"FB",0,0,5
26,764,"FLW",0,0,1
26,765,"FB",0,0,3
26,765,"FLW",0,0,0
26,766,"FB",17,0,286
26,766,"FLW",7,0,84
26,767,"FB",31,0,261
26,767,"FLW",0,0,130
26,768,"FB",44,0,85
26,768,"FLW",0,0,4
26,769,"FB",0,0,204
26,769,"FLW",0,0,2
26,77,"FB",6,0,6
26,77,"FLW",0,0,0
26,770,"FB",1,0,197
26,770,"FLW",0,0,151
26,771,"FB",0,0,1
26,771,"FLW",0,0,0
26,772,"FB",8,0,334
26,772,"FLW",0,0,2
26,773,"FB",32,0,40
26,773,"FLW",0,0,1
26,774,"FB",52,0,208
26,774,"FLW",0,0,0
26,775,"FB",20,0,257
26,775,"FLW",0,0,146
26,776,"FB",6,0,397
26,776,"FLW",0,0,145
26,777,"FB",0,0,173
26,777,"FLW",33,0,286
26,778,"FB",9,0,211
26,778,"FLW",0,0,2
26,779,"FB",0,0,1
26,779,"FLW",3,0,135
26,78,"FB",8,0,2
26,78,"FLW",0,0,1
26,780,"FB",34,0,80
26,780,"FLW",46,0,111
26,781,"FB",4,0,131
26,781,"FLW",0,0,2
26,782,"FB",7,0,175
26,782,"FLW",0,0,3
26,783,"FB",0,0,213
26,783,"FLW",0,0,0
26,784,"FB",0,1,200
26,784,"FLW",1,0,131
26,785,"FB",67,0,93
26,785,"FLW",42,0,260
26,786,"FB",5,0,288
26,786,"FLW",7,0,10
26,787,"FB",0,0,202
26,787,"FLW",0,0,3
26,788,"FB",0,0,2
26,788,"FLW",0,0,0
26,789,"FB",0,0,2
26,789,"FLW",0,0,2
26,79,"FB",9,0,327
26,79,"FLW",0,0,0
26,790,"FB",0,0,0
26,790,"FLW",0,0,0
26,791,"FB",5,0,188
26,791,"FLW",0,0,0
26,792,"FB",4,0,192
26,792,"FLW",0,0,2
26,793,"FB",6,0,394
26,793,"FLW",0,0,1
26,794,"FB",5,1,336
26,794,"FLW",0,0,2
26,795,"FB",0,0,2
26,795,"FLW",0,0,2
26,796,"FB",0,0,2
