"time","rep","training_site","infections","importations","testPositive"
13,876,"FB",10,0,61
13,876,"FLW",0,0,5
13,877,"FB",0,0,6
13,877,"FLW",0,0,3
13,878,"FB",0,0,2
13,878,"FLW",0,0,2
13,879,"FB",4,0,94
13,879,"FLW",0,0,1
13,88,"FB",3,0,2
13,88,"FLW",0,0,1
13,880,"FB",4,0,16
13,880,"FLW",0,0,2
13,881,"FB",16,0,32
13,881,"FLW",0,0,5
13,882,"FB",0,0,7
13,882,"FLW",0,0,0
13,883,"FB",5,0,29
13,883,"FLW",0,0,1
13,884,"FB",0,0,3
13,884,"FLW",0,0,3
13,885,"FB",5,0,43
13,885,"FLW",10,0,49
13,886,"FB",42,0,82
13,886,"FLW",0,0,1
13,887,"FB",0,0,4
13,887,"FLW",0,0,2
13,888,"FB",0,0,3
13,888,"FLW",9,0,82
13,889,"FB",24,0,73
13,889,"FLW",0,0,1
13,89,"FB",16,0,27
13,89,"FLW",0,0,6
13,890,"FB",3,0,26
13,890,"FLW",0,0,0
13,891,"FB",9,0,37
13,891,"FLW",0,0,2
13,892,"FB",31,0,65
13,892,"FLW",0,0,5
13,893,"FB",3,0,14
13,893,"FLW",0,0,3
13,894,"FB",3,0,41
13,894,"FLW",0,0,2
13,895,"FB",2,0,8
13,895,"FLW",0,0,1
13,896,"FB",6,0,69
13,896,"FLW",0,0,0
13,897,"FB",3,0,32
13,897,"FLW",2,0,43
13,898,"FB",0,0,4
13,898,"FLW",0,0,1
13,899,"FB",13,0,56
13,899,"FLW",0,0,0
13,9,"FB",8,0,48
13,9,"FLW",0,0,2
13,90,"FB",0,0,7
13,90,"FLW",0,0,0
13,900,"FB",0,0,4
13,900,"FLW",0,0,3
13,901,"FB",3,0,44
13,901,"FLW",0,0,5
13,902,"FB",27,0,46
13,902,"FLW",0,0,1
13,903,"FB",14,0,37
13,903,"FLW",0,0,1
13,904,"FB",7,0,34
13,904,"FLW",0,0,2
13,905,"FB",0,0,5
13,905,"FLW",0,0,2
13,906,"FB",0,0,6
13,906,"FLW",0,0,2
13,907,"FB",7,0,43
13,907,"FLW",0,0,1
13,908,"FB",1,0,100
13,908,"FLW",0,0,4
13,909,"FB",6,0,22
13,909,"FLW",0,0,1
13,91,"FB",3,0,36
13,91,"FLW",0,0,2
13,910,"FB",0,0,10
13,910,"FLW",0,0,2
13,911,"FB",5,0,27
13,911,"FLW",5,0,16
13,912,"FB",0,0,1
13,912,"FLW",0,0,3
13,913,"FB",36,0,100
13,913,"FLW",7,0,22
13,914,"FB",11,0,26
13,914,"FLW",0,0,4
13,915,"FB",1,1,4
13,915,"FLW",0,0,3
13,916,"FB",0,0,3
13,916,"FLW",0,0,5
13,917,"FB",5,0,11
13,917,"FLW",0,0,5
13,918,"FB",8,0,71
13,918,"FLW",6,0,20
13,919,"FB",7,0,31
13,919,"FLW",0,0,2
13,92,"FB",7,1,34
13,92,"FLW",0,0,1
13,920,"FB",4,0,44
13,920,"FLW",0,0,1
13,921,"FB",1,0,8
13,921,"FLW",2,0,6
13,922,"FB",8,0,31
13,922,"FLW",0,0,3
13,923,"FB",0,0,3
13,923,"FLW",0,0,2
13,924,"FB",0,0,48
13,924,"FLW",0,0,3
13,925,"FB",4,0,7
13,925,"FLW",0,0,3
13,926,"FB",7,0,22
13,926,"FLW",0,0,4
13,927,"FB",0,0,5
13,927,"FLW",0,0,2
13,928,"FB",0,0,7
13,928,"FLW",0,0,3
13,929,"FB",0,0,6
13,929,"FLW",0,0,4
13,93,"FB",2,0,98
13,93,"FLW",5,0,22
13,930,"FB",0,0,5
13,930,"FLW",1,1,2
13,931,"FB",0,0,2
13,931,"FLW",0,0,2
13,932,"FB",0,0,6
13,932,"FLW",0,0,1
13,933,"FB",1,0,8
13,933,"FLW",0,0,2
13,934,"FB",5,0,21
13,934,"FLW",0,0,2
13,935,"FB",0,0,6
13,935,"FLW",0,0,2
13,936,"FB",0,0,49
13,936,"FLW",7,0,23
13,937,"FB",5,0,39
13,937,"FLW",0,0,3
13,938,"FB",13,0,66
13,938,"FLW",0,0,1
13,939,"FB",13,0,17
13,939,"FLW",0,0,2
13,94,"FB",0,0,3
13,94,"FLW",4,0,29
13,940,"FB",0,0,2
13,940,"FLW",0,0,1
13,941,"FB",3,0,14
13,941,"FLW",0,0,2
13,942,"FB",8,0,60
13,942,"FLW",5,0,18
13,943,"FB",0,0,3
13,943,"FLW",0,0,1
13,944,"FB",4,0,24
13,944,"FLW",0,0,2
13,945,"FB",0,0,5
13,945,"FLW",0,0,2
13,946,"FB",17,0,21
13,946,"FLW",0,0,3
13,947,"FB",5,0,44
13,947,"FLW",2,0,39
13,948,"FB",4,0,41
13,948,"FLW",0,0,2
13,949,"FB",0,0,3
13,949,"FLW",0,0,1
13,95,"FB",0,0,3
13,95,"FLW",0,0,4
13,950,"FB",1,0,5
13,950,"FLW",0,0,2
13,951,"FB",0,0,3
13,951,"FLW",0,0,2
13,952,"FB",0,0,2
13,952,"FLW",0,0,2
13,953,"FB",0,0,2
13,953,"FLW",5,0,10
13,954,"FB",1,1,3
13,954,"FLW",5,0,22
13,955,"FB",0,0,4
13,955,"FLW",0,0,2
13,956,"FB",0,0,4
13,956,"FLW",0,0,1
13,957,"FB",0,0,6
13,957,"FLW",5,0,6
13,958,"FB",0,0,2
13,958,"FLW",5,0,17
13,959,"FB",0,0,6
13,959,"FLW",1,0,38
13,96,"FB",1,0,58
13,96,"FLW",2,0,41
13,960,"FB",0,0,4
13,960,"FLW",0,0,2
13,961,"FB",6,0,44
13,961,"FLW",0,0,2
13,962,"FB",1,0,5
13,962,"FLW",0,0,1
13,963,"FB",0,0,2
13,963,"FLW",0,0,3
13,964,"FB",0,0,5
13,964,"FLW",0,0,2
13,965,"FB",8,0,58
13,965,"FLW",5,0,5
13,966,"FB",23,0,119
13,966,"FLW",14,0,34
13,967,"FB",6,0,10
13,967,"FLW",0,0,3
13,968,"FB",16,0,65
13,968,"FLW",0,0,0
13,969,"FB",24,0,121
13,969,"FLW",0,0,2
13,97,"FB",2,0,47
13,97,"FLW",0,0,1
13,970,"FB",2,0,20
13,970,"FLW",0,0,3
13,971,"FB",4,0,10
13,971,"FLW",0,0,2
13,972,"FB",0,0,2
13,972,"FLW",0,0,2
13,973,"FB",0,0,4
13,973,"FLW",0,0,3
13,974,"FB",7,0,84
13,974,"FLW",0,0,2
13,975,"FB",0,0,3
13,975,"FLW",0,0,2
13,976,"FB",0,0,5
13,976,"FLW",7,0,42
13,977,"FB",2,0,55
13,977,"FLW",0,0,1
13,978,"FB",0,0,2
13,978,"FLW",0,0,4
13,979,"FB",3,0,4
13,979,"FLW",0,0,0
13,98,"FB",0,0,4
13,98,"FLW",1,0,30
13,980,"FB",20,0,100
13,980,"FLW",0,0,2
13,981,"FB",0,0,6
13,981,"FLW",2,0,13
13,982,"FB",0,0,2
13,982,"FLW",0,0,4
13,983,"FB",0,0,3
13,983,"FLW",0,0,3
13,984,"FB",0,0,4
13,984,"FLW",0,0,1
13,985,"FB",2,0,26
13,985,"FLW",1,0,41
13,986,"FB",35,0,144
13,986,"FLW",0,0,2
13,987,"FB",0,0,8
13,987,"FLW",0,0,2
13,988,"FB",0,0,4
13,988,"FLW",0,0,0
13,989,"FB",20,0,65
13,989,"FLW",22,0,96
13,99,"FB",0,0,5
13,99,"FLW",33,0,145
13,990,"FB",6,0,12
13,990,"FLW",0,0,2
13,991,"FB",0,0,3
13,991,"FLW",0,0,4
13,992,"FB",2,0,4
13,992,"FLW",0,0,2
13,993,"FB",0,0,5
13,993,"FLW",3,0,44
13,994,"FB",4,0,8
13,994,"FLW",4,0,43
13,995,"FB",7,0,47
13,995,"FLW",0,0,2
13,996,"FB",0,0,3
13,996,"FLW",0,0,3
13,997,"FB",0,0,1
13,997,"FLW",0,0,3
13,998,"FB",2,0,36
13,998,"FLW",0,0,2
13,999,"FB",5,0,37
13,999,"FLW",0,0,2
14,1,"FB",1,0,45
14,1,"FLW",0,0,3
14,10,"FB",0,0,1
14,10,"FLW",0,0,0
14,100,"FB",0,0,4
14,100,"FLW",0,0,2
14,1000,"FB",0,0,6
14,1000,"FLW",0,0,0
14,101,"FB",6,0,31
14,101,"FLW",0,0,2
14,102,"FB",10,0,18
14,102,"FLW",0,0,2
14,103,"FB",4,0,45
14,103,"FLW",7,0,46
14,104,"FB",3,0,26
14,104,"FLW",0,0,1
14,105,"FB",0,0,2
14,105,"FLW",0,0,1
14,106,"FB",22,0,95
14,106,"FLW",0,0,4
14,107,"FB",0,0,4
14,107,"FLW",0,0,0
14,108,"FB",2,0,85
14,108,"FLW",2,0,4
14,109,"FB",0,0,2
14,109,"FLW",0,0,2
14,11,"FB",2,0,27
14,11,"FLW",3,0,41
14,110,"FB",0,0,1
14,110,"FLW",0,0,0
14,111,"FB",6,0,40
14,111,"FLW",0,0,0
14,112,"FB",0,0,4
14,112,"FLW",0,0,3
14,113,"FB",0,0,2
14,113,"FLW",2,0,40
14,114,"FB",0,0,3
14,114,"FLW",27,0,131
14,115,"FB",6,0,87
14,115,"FLW",0,0,2
14,116,"FB",9,0,55
14,116,"FLW",0,0,44
14,117,"FB",2,0,44
14,117,"FLW",0,0,2
14,118,"FB",1,0,5
14,118,"FLW",0,0,2
14,119,"FB",0,0,0
14,119,"FLW",0,0,2
14,12,"FB",14,0,48
14,12,"FLW",0,0,1
14,120,"FB",0,0,54
14,120,"FLW",0,0,3
14,121,"FB",0,0,49
14,121,"FLW",0,0,4
14,122,"FB",3,0,8
14,122,"FLW",6,0,10
14,123,"FB",0,0,7
14,123,"FLW",5,0,19
14,124,"FB",0,0,6
14,124,"FLW",0,0,1
14,125,"FB",0,0,3
14,125,"FLW",0,0,0
14,126,"FB",3,0,52
14,126,"FLW",0,0,1
14,127,"FB",7,0,56
14,127,"FLW",0,0,3
14,128,"FB",13,0,20
14,128,"FLW",2,0,45
14,129,"FB",0,0,1
14,129,"FLW",1,0,1
14,13,"FB",3,0,48
14,13,"FLW",0,0,0
14,130,"FB",0,0,4
14,130,"FLW",3,0,30
14,131,"FB",11,0,31
14,131,"FLW",0,0,2
14,132,"FB",0,0,2
14,132,"FLW",11,0,8
14,133,"FB",0,0,4
14,133,"FLW",0,0,2
14,134,"FB",1,0,51
14,134,"FLW",0,0,4
14,135,"FB",1,0,3
14,135,"FLW",3,0,38
14,136,"FB",1,0,46
14,136,"FLW",7,0,12
14,137,"FB",0,0,2
14,137,"FLW",0,0,1
14,138,"FB",0,0,7
14,138,"FLW",1,0,6
14,139,"FB",1,0,6
14,139,"FLW",0,0,2
14,14,"FB",15,0,71
14,14,"FLW",0,0,2
14,140,"FB",15,0,31
14,140,"FLW",0,0,2
14,141,"FB",0,0,5
14,141,"FLW",0,0,2
14,142,"FB",1,1,6
14,142,"FLW",0,0,2
14,143,"FB",0,0,4
14,143,"FLW",0,0,2
14,144,"FB",9,0,31
14,144,"FLW",0,0,1
14,145,"FB",0,0,0
14,145,"FLW",0,0,3
14,146,"FB",10,0,111
14,146,"FLW",0,0,1
14,147,"FB",6,0,32
14,147,"FLW",0,0,3
14,148,"FB",4,0,76
14,148,"FLW",0,0,5
14,149,"FB",0,0,4
14,149,"FLW",0,0,1
14,15,"FB",1,0,40
14,15,"FLW",0,0,4
14,150,"FB",0,0,4
14,150,"FLW",0,0,3
14,151,"FB",0,0,3
14,151,"FLW",0,0,1
14,152,"FB",0,0,3
14,152,"FLW",10,0,18
14,153,"FB",4,0,3
14,153,"FLW",0,0,2
14,154,"FB",1,0,49
14,154,"FLW",0,0,1
14,155,"FB",0,0,4
14,155,"FLW",0,0,1
14,156,"FB",5,0,37
14,156,"FLW",0,0,0
14,157,"FB",0,0,4
14,157,"FLW",0,0,1
14,158,"FB",9,0,15
14,158,"FLW",0,0,2
14,159,"FB",10,0,25
14,159,"FLW",16,0,59
14,16,"FB",0,0,48
14,16,"FLW",0,0,5
14,160,"FB",12,1,20
14,160,"FLW",2,0,40
14,161,"FB",0,0,1
14,161,"FLW",0,0,2
14,162,"FB",16,0,60
14,162,"FLW",1,0,40
14,163,"FB",0,0,3
14,163,"FLW",6,0,77
14,164,"FB",1,0,9
14,164,"FLW",0,0,2
14,165,"FB",2,0,5
14,165,"FLW",1,0,46
14,166,"FB",1,0,52
14,166,"FLW",2,0,35
14,167,"FB",0,0,14
14,167,"FLW",0,0,1
14,168,"FB",12,0,78
14,168,"FLW",0,0,6
14,169,"FB",18,0,30
14,169,"FLW",5,0,24
14,17,"FB",0,0,2
14,17,"FLW",6,0,22
14,170,"FB",0,0,51
14,170,"FLW",0,0,3
14,171,"FB",0,0,2
14,171,"FLW",6,0,45
14,172,"FB",0,0,6
14,172,"FLW",0,0,1
14,173,"FB",0,0,4
14,173,"FLW",0,0,2
14,174,"FB",13,0,121
14,174,"FLW",0,0,5
14,175,"FB",0,0,0
14,175,"FLW",0,0,2
14,176,"FB",1,0,42
14,176,"FLW",0,0,5
14,177,"FB",34,0,90
14,177,"FLW",0,0,4
14,178,"FB",2,0,138
14,178,"FLW",0,0,3
14,179,"FB",3,0,33
14,179,"FLW",0,0,0
14,18,"FB",0,0,3
14,18,"FLW",0,0,1
14,180,"FB",9,0,68
14,180,"FLW",0,0,2
14,181,"FB",5,0,93
14,181,"FLW",0,0,1
14,182,"FB",0,0,1
14,182,"FLW",0,0,0
14,183,"FB",6,0,36
14,183,"FLW",0,0,44
14,184,"FB",0,0,3
14,184,"FLW",6,0,61
14,185,"FB",1,0,52
14,185,"FLW",0,0,4
14,186,"FB",0,0,5
14,186,"FLW",0,0,2
14,187,"FB",2,0,80
14,187,"FLW",0,0,4
14,188,"FB",0,0,4
14,188,"FLW",0,0,2
14,189,"FB",0,0,7
14,189,"FLW",3,0,17
14,19,"FB",0,0,9
14,19,"FLW",5,0,43
14,190,"FB",0,0,3
14,190,"FLW",0,0,3
14,191,"FB",0,0,2
14,191,"FLW",0,0,3
14,192,"FB",3,0,32
14,192,"FLW",0,0,2
14,193,"FB",0,0,3
14,193,"FLW",0,0,3
14,194,"FB",0,0,4
14,194,"FLW",3,0,33
14,195,"FB",3,0,46
14,195,"FLW",0,0,1
14,196,"FB",3,0,55
14,196,"FLW",0,0,1
14,197,"FB",0,0,1
14,197,"FLW",0,0,1
14,198,"FB",28,0,203
14,198,"FLW",0,0,3
14,199,"FB",0,0,2
14,199,"FLW",0,0,1
14,2,"FB",0,0,1
14,2,"FLW",0,0,3
14,20,"FB",2,0,50
14,20,"FLW",0,0,1
14,200,"FB",5,0,22
14,200,"FLW",0,0,3
14,201,"FB",0,0,1
14,201,"FLW",0,0,4
14,202,"FB",0,0,2
14,202,"FLW",2,0,31
14,203,"FB",21,0,77
14,203,"FLW",0,0,4
14,204,"FB",0,0,4
14,204,"FLW",3,0,27
14,205,"FB",0,0,4
14,205,"FLW",0,0,0
14,206,"FB",6,0,87
14,206,"FLW",0,0,4
14,207,"FB",0,0,2
14,207,"FLW",0,0,0
14,208,"FB",0,0,4
14,208,"FLW",11,0,28
14,209,"FB",3,0,95
14,209,"FLW",0,0,5
14,21,"FB",2,0,49
14,21,"FLW",0,0,2
14,210,"FB",7,0,61
14,210,"FLW",0,0,0
14,211,"FB",0,0,3
14,211,"FLW",24,0,62
14,212,"FB",0,0,4
14,212,"FLW",1,1,3
14,213,"FB",0,0,4
14,213,"FLW",0,0,2
14,214,"FB",2,0,34
14,214,"FLW",0,0,1
14,215,"FB",1,0,29
14,215,"FLW",0,0,2
14,216,"FB",5,0,77
14,216,"FLW",20,0,143
14,217,"FB",2,0,43
14,217,"FLW",0,0,3
14,218,"FB",0,0,6
14,218,"FLW",8,0,23
14,219,"FB",0,0,6
14,219,"FLW",0,0,3
14,22,"FB",0,0,6
14,22,"FLW",0,0,4
14,220,"FB",8,1,85
14,220,"FLW",0,0,3
14,221,"FB",0,0,1
14,221,"FLW",0,0,1
14,222,"FB",4,0,39
14,222,"FLW",0,0,1
14,223,"FB",3,0,66
14,223,"FLW",0,0,1
14,224,"FB",0,0,8
14,224,"FLW",0,0,0
14,225,"FB",11,0,134
14,225,"FLW",0,0,2
14,226,"FB",25,0,94
14,226,"FLW",0,0,3
14,227,"FB",2,0,51
14,227,"FLW",5,0,20
14,228,"FB",1,0,48
14,228,"FLW",0,0,2
14,229,"FB",0,0,1
14,229,"FLW",0,0,0
14,23,"FB",9,0,66
14,23,"FLW",4,1,5
14,230,"FB",0,0,3
14,230,"FLW",2,0,57
14,231,"FB",0,0,0
14,231,"FLW",0,0,2
14,232,"FB",0,0,2
14,232,"FLW",0,0,0
14,233,"FB",6,0,27
14,233,"FLW",0,0,3
14,234,"FB",1,0,5
14,234,"FLW",0,0,2
14,235,"FB",1,0,42
14,235,"FLW",0,0,2
14,236,"FB",1,0,4
14,236,"FLW",0,0,1
14,237,"FB",0,0,1
14,237,"FLW",0,0,1
14,238,"FB",6,0,23
14,238,"FLW",0,0,2
14,239,"FB",10,0,63
14,239,"FLW",0,0,1
14,24,"FB",5,0,8
14,24,"FLW",7,0,20
14,240,"FB",3,0,90
14,240,"FLW",4,0,40
14,241,"FB",9,0,43
14,241,"FLW",0,0,2
14,242,"FB",0,0,4
14,242,"FLW",0,0,4
14,243,"FB",3,0,53
14,243,"FLW",0,0,2
14,244,"FB",0,0,4
14,244,"FLW",3,0,33
14,245,"FB",1,0,101
14,245,"FLW",0,0,3
14,246,"FB",25,0,108
14,246,"FLW",0,0,0
14,247,"FB",0,0,5
14,247,"FLW",5,0,27
14,248,"FB",5,0,37
14,248,"FLW",5,0,18
14,249,"FB",4,0,13
14,249,"FLW",0,0,4
14,25,"FB",0,0,50
14,25,"FLW",0,0,1
14,250,"FB",9,0,40
14,250,"FLW",0,0,2
14,251,"FB",8,0,90
14,251,"FLW",33,0,71
14,252,"FB",0,0,9
14,252,"FLW",0,0,2
14,253,"FB",0,0,11
14,253,"FLW",0,0,2
14,254,"FB",0,0,3
14,254,"FLW",0,0,0
14,255,"FB",0,0,3
14,255,"FLW",1,0,44
14,256,"FB",20,0,49
14,256,"FLW",7,0,32
14,257,"FB",0,0,3
14,257,"FLW",0,0,1
14,258,"FB",10,0,47
14,258,"FLW",0,0,2
14,259,"FB",0,0,3
14,259,"FLW",0,0,0
14,26,"FB",7,0,23
14,26,"FLW",3,0,3
14,260,"FB",0,0,2
14,260,"FLW",0,0,2
14,261,"FB",5,0,37
14,261,"FLW",3,0,44
14,262,"FB",7,0,13
14,262,"FLW",0,0,2
14,263,"FB",0,0,2
14,263,"FLW",0,0,4
14,264,"FB",4,0,29
14,264,"FLW",1,0,44
14,265,"FB",0,0,5
14,265,"FLW",6,0,20
14,266,"FB",4,0,38
14,266,"FLW",0,0,3
14,267,"FB",4,0,81
14,267,"FLW",10,0,60
14,268,"FB",0,0,49
14,268,"FLW",0,0,1
14,269,"FB",0,0,6
14,269,"FLW",0,0,4
14,27,"FB",8,0,16
14,27,"FLW",5,0,34
14,270,"FB",20,0,127
14,270,"FLW",0,0,1
14,271,"FB",6,0,36
14,271,"FLW",0,0,1
14,272,"FB",0,0,5
14,272,"FLW",0,0,5
14,273,"FB",5,0,39
14,273,"FLW",0,0,1
14,274,"FB",2,0,57
14,274,"FLW",0,0,5
14,275,"FB",4,0,29
14,275,"FLW",0,0,2
14,276,"FB",9,0,33
14,276,"FLW",0,0,2
14,277,"FB",0,0,4
14,277,"FLW",0,0,4
14,278,"FB",0,0,7
14,278,"FLW",0,0,1
14,279,"FB",0,0,5
14,279,"FLW",0,0,45
14,28,"FB",0,0,4
14,28,"FLW",2,0,32
14,280,"FB",0,0,3
14,280,"FLW",0,0,0
14,281,"FB",1,0,55
14,281,"FLW",0,0,4
14,282,"FB",41,0,90
14,282,"FLW",0,0,4
14,283,"FB",31,0,83
14,283,"FLW",3,0,40
14,284,"FB",0,0,67
14,284,"FLW",0,0,1
14,285,"FB",0,0,4
14,285,"FLW",0,0,2
14,286,"FB",0,0,53
14,286,"FLW",0,0,4
14,287,"FB",0,0,2
14,287,"FLW",28,0,100
14,288,"FB",0,0,1
14,288,"FLW",0,0,2
14,289,"FB",6,0,31
14,289,"FLW",0,0,2
14,29,"FB",0,0,4
14,29,"FLW",4,0,40
14,290,"FB",14,0,109
14,290,"FLW",31,0,113
14,291,"FB",5,0,86
14,291,"FLW",6,0,32
14,292,"FB",0,0,5
14,292,"FLW",4,0,38
14,293,"FB",5,0,69
14,293,"FLW",0,0,2
14,294,"FB",0,0,4
14,294,"FLW",0,0,0
14,295,"FB",0,0,6
14,295,"FLW",0,0,2
14,296,"FB",1,0,51
14,296,"FLW",6,0,35
14,297,"FB",0,0,3
14,297,"FLW",0,0,0
14,298,"FB",0,0,3
14,298,"FLW",0,0,1
14,299,"FB",0,0,8
14,299,"FLW",0,0,1
14,3,"FB",1,0,1
14,3,"FLW",2,0,40
14,30,"FB",0,0,4
14,30,"FLW",3,0,51
14,300,"FB",1,0,40
14,300,"FLW",0,0,3
14,301,"FB",0,0,3
14,301,"FLW",0,0,0
14,302,"FB",0,0,3
14,302,"FLW",0,0,1
14,303,"FB",2,0,32
14,303,"FLW",0,0,0
14,304,"FB",0,0,2
14,304,"FLW",0,0,0
14,305,"FB",0,0,4
14,305,"FLW",0,0,3
14,306,"FB",0,0,3
14,306,"FLW",0,0,2
14,307,"FB",0,0,1
14,307,"FLW",0,0,5
14,308,"FB",0,0,3
14,308,"FLW",0,0,6
14,309,"FB",8,0,33
14,309,"FLW",0,0,0
14,31,"FB",2,0,48
14,31,"FLW",0,0,2
14,310,"FB",0,0,4
14,310,"FLW",0,0,6
14,311,"FB",9,1,25
14,311,"FLW",0,0,2
14,312,"FB",1,0,11
14,312,"FLW",0,0,3
14,313,"FB",0,0,1
14,313,"FLW",0,0,3
14,314,"FB",1,0,2
14,314,"FLW",0,0,0
14,315,"FB",0,0,4
14,315,"FLW",0,0,3
14,316,"FB",0,0,2
14,316,"FLW",10,0,23
14,317,"FB",25,0,75
14,317,"FLW",0,0,3
14,318,"FB",1,0,53
14,318,"FLW",0,0,0
14,319,"FB",2,0,46
14,319,"FLW",0,0,4
14,32,"FB",8,0,53
14,32,"FLW",0,0,3
14,320,"FB",0,0,2
14,320,"FLW",0,0,1
14,321,"FB",0,0,3
14,321,"FLW",9,0,28
14,322,"FB",0,0,5
14,322,"FLW",0,0,2
14,323,"FB",0,0,6
14,323,"FLW",0,0,1
14,324,"FB",0,0,46
14,324,"FLW",0,0,0
14,325,"FB",4,0,7
14,325,"FLW",0,0,1
14,326,"FB",4,0,37
14,326,"FLW",7,0,14
14,327,"FB",0,0,49
14,327,"FLW",0,0,4
14,328,"FB",0,0,4
14,328,"FLW",25,0,98
14,329,"FB",2,0,47
14,329,"FLW",0,0,2
14,33,"FB",6,0,22
14,33,"FLW",0,0,2
14,330,"FB",4,0,28
14,330,"FLW",0,0,0
14,331,"FB",0,0,4
14,331,"FLW",0,0,2
14,332,"FB",0,0,4
14,332,"FLW",0,0,1
14,333,"FB",3,0,135
14,333,"FLW",0,0,2
14,334,"FB",6,0,37
14,334,"FLW",0,0,0
14,335,"FB",4,0,51
14,335,"FLW",0,0,4
14,336,"FB",0,0,5
14,336,"FLW",0,0,1
14,337,"FB",1,0,53
14,337,"FLW",5,0,34
14,338,"FB",7,0,14
14,338,"FLW",1,0,45
14,339,"FB",2,0,50
14,339,"FLW",0,0,3
14,34,"FB",4,0,11
14,34,"FLW",0,0,3
14,340,"FB",0,0,7
14,340,"FLW",0,0,2
14,341,"FB",6,0,7
14,341,"FLW",5,0,22
14,342,"FB",9,0,18
14,342,"FLW",0,0,1
14,343,"FB",2,0,57
14,343,"FLW",0,0,2
14,344,"FB",0,0,42
14,344,"FLW",0,0,2
14,345,"FB",5,0,86
14,345,"FLW",0,0,2
14,346,"FB",12,0,40
14,346,"FLW",0,0,3
14,347,"FB",0,0,1
14,347,"FLW",0,0,1
14,348,"FB",1,1,0
14,348,"FLW",0,0,4
14,349,"FB",3,0,96
14,349,"FLW",0,0,1
14,35,"FB",16,0,66
14,35,"FLW",0,0,1
14,350,"FB",1,0,6
14,350,"FLW",0,0,2
14,351,"FB",10,0,58
14,351,"FLW",0,0,1
14,352,"FB",0,0,44
14,352,"FLW",0,0,2
14,353,"FB",4,1,86
14,353,"FLW",0,0,5
14,354,"FB",1,0,28
14,354,"FLW",0,0,56
14,355,"FB",3,0,42
14,355,"FLW",0,0,4
14,356,"FB",4,0,20
14,356,"FLW",0,0,3
14,357,"FB",6,0,41
14,357,"FLW",7,0,55
14,358,"FB",0,0,0
14,358,"FLW",6,0,13
14,359,"FB",3,0,47
14,359,"FLW",4,0,51
14,36,"FB",0,0,3
14,36,"FLW",0,0,2
14,360,"FB",0,0,6
14,360,"FLW",0,0,2
14,361,"FB",12,0,33
14,361,"FLW",0,0,2
14,362,"FB",22,0,89
14,362,"FLW",0,0,1
14,363,"FB",0,0,3
14,363,"FLW",0,0,1
14,364,"FB",11,0,57
14,364,"FLW",0,0,1
14,365,"FB",0,0,2
14,365,"FLW",0,0,9
14,366,"FB",0,0,4
14,366,"FLW",25,0,45
14,367,"FB",6,0,22
14,367,"FLW",0,0,1
14,368,"FB",0,0,8
14,368,"FLW",0,0,4
14,369,"FB",7,0,78
14,369,"FLW",0,0,5
14,37,"FB",14,0,26
14,37,"FLW",7,0,13
14,370,"FB",0,0,0
14,370,"FLW",0,0,2
14,371,"FB",0,0,8
14,371,"FLW",0,0,2
14,372,"FB",2,0,14
14,372,"FLW",0,0,2
14,373,"FB",7,0,30
14,373,"FLW",0,0,0
14,374,"FB",3,0,48
14,374,"FLW",3,0,33
14,375,"FB",0,0,3
14,375,"FLW",0,0,1
14,376,"FB",0,0,4
14,376,"FLW",0,0,2
14,377,"FB",16,0,33
14,377,"FLW",0,0,3
14,378,"FB",0,0,5
14,378,"FLW",0,0,1
14,379,"FB",20,0,94
14,379,"FLW",4,0,25
14,38,"FB",0,0,55
14,38,"FLW",0,0,3
14,380,"FB",4,0,45
14,380,"FLW",0,0,5
14,381,"FB",0,0,3
14,381,"FLW",0,0,3
14,382,"FB",0,0,1
14,382,"FLW",0,0,2
14,383,"FB",8,0,16
14,383,"FLW",0,0,43
14,384,"FB",9,0,67
14,384,"FLW",0,0,6
14,385,"FB",0,0,3
14,385,"FLW",0,0,4
14,386,"FB",24,0,133
14,386,"FLW",8,0,21
14,387,"FB",3,0,7
14,387,"FLW",0,0,0
14,388,"FB",0,0,3
14,388,"FLW",0,0,0
14,389,"FB",0,0,3
14,389,"FLW",0,0,3
14,39,"FB",1,0,44
14,39,"FLW",0,0,3
14,390,"FB",0,0,2
14,390,"FLW",0,0,2
14,391,"FB",7,0,18
14,391,"FLW",0,0,3
14,392,"FB",0,0,3
14,392,"FLW",5,0,32
14,393,"FB",0,0,4
14,393,"FLW",1,1,2
14,394,"FB",6,0,48
14,394,"FLW",0,0,47
14,395,"FB",2,0,39
14,395,"FLW",0,0,4
14,396,"FB",2,0,45
14,396,"FLW",0,0,3
14,397,"FB",4,0,143
14,397,"FLW",26,0,91
14,398,"FB",1,0,0
14,398,"FLW",0,0,3
14,399,"FB",0,0,1
14,399,"FLW",0,0,3
14,4,"FB",30,0,65
14,4,"FLW",0,0,5
14,40,"FB",3,0,91
14,40,"FLW",13,0,27
14,400,"FB",12,0,84
14,400,"FLW",6,0,32
14,401,"FB",9,0,12
14,401,"FLW",4,0,37
14,402,"FB",21,0,41
14,402,"FLW",0,0,0
14,403,"FB",4,0,41
14,403,"FLW",0,0,1
14,404,"FB",7,0,74
14,404,"FLW",0,0,4
14,405,"FB",4,0,32
14,405,"FLW",0,0,2
14,406,"FB",1,0,38
14,406,"FLW",0,0,38
14,407,"FB",2,0,49
14,407,"FLW",1,0,4
14,408,"FB",5,0,20
