"time","rep","importation","facemask","infections"
38,72,1,"0",0
39,72,1,"0",0
40,72,1,"0",0
41,72,1,"0",0
42,72,1,"0",0
43,72,1,"0",0
44,72,1,"0",0
45,72,1,"0",0
46,72,1,"0",0
47,72,1,"0",0
48,72,1,"0",0
49,72,1,"0",0
50,72,1,"0",0
51,72,1,"0",0
52,72,1,"0",0
53,72,1,"0",0
54,72,1,"0",0
55,72,1,"0",0
56,72,1,"0",0
57,72,1,"0",0
58,72,1,"0",0
59,72,1,"0",0
60,72,1,"0",0
61,72,1,"0",0
62,72,1,"0",0
63,72,1,"0",0
64,72,1,"0",0
65,72,1,"0",0
66,72,1,"0",0
67,72,1,"0",0
68,72,1,"0",0
69,72,1,"0",0
70,72,1,"0",0
71,72,1,"0",0
72,72,1,"0",0
73,72,1,"0",0
1,73,1,"0",0
2,73,1,"0",0
3,73,1,"0",0
4,73,1,"0",0
5,73,1,"0",0
6,73,1,"0",0
7,73,1,"0",0
8,73,1,"0",0
9,73,1,"0",0
10,73,1,"0",0
11,73,1,"0",0
12,73,1,"0",0
13,73,1,"0",0
14,73,1,"0",0
15,73,1,"0",0
16,73,1,"0",0
17,73,1,"0",0
18,73,1,"0",0
19,73,1,"0",0
20,73,1,"0",0
21,73,1,"0",0
22,73,1,"0",0
23,73,1,"0",0
24,73,1,"0",0
25,73,1,"0",0
26,73,1,"0",0
27,73,1,"0",0
28,73,1,"0",0
29,73,1,"0",0
30,73,1,"0",0
31,73,1,"0",0
32,73,1,"0",0
33,73,1,"0",0
34,73,1,"0",0
35,73,1,"0",0
36,73,1,"0",0
37,73,1,"0",0
38,73,1,"0",0
39,73,1,"0",0
40,73,1,"0",0
41,73,1,"0",0
42,73,1,"0",0
43,73,1,"0",0
44,73,1,"0",0
45,73,1,"0",0
46,73,1,"0",0
47,73,1,"0",0
48,73,1,"0",0
49,73,1,"0",0
50,73,1,"0",0
51,73,1,"0",0
52,73,1,"0",0
53,73,1,"0",0
54,73,1,"0",0
55,73,1,"0",0
56,73,1,"0",0
57,73,1,"0",0
58,73,1,"0",0
59,73,1,"0",0
60,73,1,"0",0
61,73,1,"0",0
62,73,1,"0",0
63,73,1,"0",0
64,73,1,"0",0
65,73,1,"0",0
66,73,1,"0",0
67,73,1,"0",0
68,73,1,"0",0
69,73,1,"0",0
70,73,1,"0",0
71,73,1,"0",0
72,73,1,"0",0
73,73,1,"0",0
1,74,1,"0",0
2,74,1,"0",0
3,74,1,"0",0
4,74,1,"0",1
5,74,1,"0",0
6,74,1,"0",1
7,74,1,"0",0
8,74,1,"0",0
9,74,1,"0",0
10,74,1,"0",0
11,74,1,"0",0
12,74,1,"0",1
13,74,1,"0",0
14,74,1,"0",0
15,74,1,"0",0
16,74,1,"0",0
17,74,1,"0",0
18,74,1,"0",0
19,74,1,"0",0
20,74,1,"0",0
21,74,1,"0",0
22,74,1,"0",0
23,74,1,"0",0
24,74,1,"0",0
25,74,1,"0",0
26,74,1,"0",0
27,74,1,"0",0
28,74,1,"0",0
29,74,1,"0",0
30,74,1,"0",0
31,74,1,"0",0
32,74,1,"0",0
33,74,1,"0",0
34,74,1,"0",0
35,74,1,"0",0
36,74,1,"0",0
37,74,1,"0",0
38,74,1,"0",0
39,74,1,"0",0
40,74,1,"0",0
41,74,1,"0",0
42,74,1,"0",0
43,74,1,"0",0
44,74,1,"0",0
45,74,1,"0",0
46,74,1,"0",0
47,74,1,"0",0
48,74,1,"0",0
49,74,1,"0",0
50,74,1,"0",0
51,74,1,"0",0
52,74,1,"0",0
53,74,1,"0",0
54,74,1,"0",0
55,74,1,"0",0
56,74,1,"0",0
57,74,1,"0",0
58,74,1,"0",0
59,74,1,"0",0
60,74,1,"0",0
61,74,1,"0",0
62,74,1,"0",0
63,74,1,"0",0
64,74,1,"0",0
65,74,1,"0",0
66,74,1,"0",0
67,74,1,"0",0
68,74,1,"0",0
69,74,1,"0",0
70,74,1,"0",0
71,74,1,"0",0
72,74,1,"0",0
73,74,1,"0",0
1,75,1,"0",0
2,75,1,"0",0
3,75,1,"0",1
4,75,1,"0",0
5,75,1,"0",0
6,75,1,"0",3
7,75,1,"0",1
8,75,1,"0",0
9,75,1,"0",1
10,75,1,"0",2
11,75,1,"0",2
12,75,1,"0",3
13,75,1,"0",6
14,75,1,"0",2
15,75,1,"0",7
16,75,1,"0",7
17,75,1,"0",5
18,75,1,"0",7
19,75,1,"0",10
20,75,1,"0",10
21,75,1,"0",18
22,75,1,"0",10
23,75,1,"0",18
24,75,1,"0",12
25,75,1,"0",13
26,75,1,"0",17
27,75,1,"0",19
28,75,1,"0",12
29,75,1,"0",7
30,75,1,"0",7
31,75,1,"0",5
32,75,1,"0",7
33,75,1,"0",6
34,75,1,"0",7
35,75,1,"0",1
36,75,1,"0",4
37,75,1,"0",2
38,75,1,"0",4
39,75,1,"0",9
40,75,1,"0",7
41,75,1,"0",9
42,75,1,"0",7
43,75,1,"0",12
44,75,1,"0",12
45,75,1,"0",14
46,75,1,"0",9
47,75,1,"0",13
48,75,1,"0",9
49,75,1,"0",13
50,75,1,"0",12
51,75,1,"0",12
52,75,1,"0",3
53,75,1,"0",9
54,75,1,"0",5
55,75,1,"0",5
56,75,1,"0",4
57,75,1,"0",10
58,75,1,"0",3
59,75,1,"0",2
60,75,1,"0",0
61,75,1,"0",1
62,75,1,"0",2
63,75,1,"0",2
64,75,1,"0",1
65,75,1,"0",0
66,75,1,"0",1
67,75,1,"0",1
68,75,1,"0",1
69,75,1,"0",1
70,75,1,"0",0
71,75,1,"0",0
72,75,1,"0",0
73,75,1,"0",0
1,76,1,"0",0
2,76,1,"0",0
3,76,1,"0",0
4,76,1,"0",0
5,76,1,"0",0
6,76,1,"0",0
7,76,1,"0",0
8,76,1,"0",0
9,76,1,"0",0
10,76,1,"0",0
11,76,1,"0",0
12,76,1,"0",0
13,76,1,"0",0
14,76,1,"0",0
15,76,1,"0",0
16,76,1,"0",0
17,76,1,"0",0
18,76,1,"0",0
19,76,1,"0",0
20,76,1,"0",0
21,76,1,"0",0
22,76,1,"0",0
23,76,1,"0",0
24,76,1,"0",0
25,76,1,"0",0
26,76,1,"0",0
27,76,1,"0",0
28,76,1,"0",0
29,76,1,"0",0
30,76,1,"0",0
31,76,1,"0",0
32,76,1,"0",0
33,76,1,"0",0
34,76,1,"0",0
35,76,1,"0",0
36,76,1,"0",0
37,76,1,"0",0
38,76,1,"0",0
39,76,1,"0",0
40,76,1,"0",0
41,76,1,"0",0
42,76,1,"0",0
43,76,1,"0",0
44,76,1,"0",0
45,76,1,"0",0
46,76,1,"0",0
47,76,1,"0",0
48,76,1,"0",0
49,76,1,"0",0
50,76,1,"0",0
51,76,1,"0",0
52,76,1,"0",0
53,76,1,"0",0
54,76,1,"0",0
55,76,1,"0",0
56,76,1,"0",0
57,76,1,"0",0
58,76,1,"0",0
59,76,1,"0",0
60,76,1,"0",0
61,76,1,"0",0
62,76,1,"0",0
63,76,1,"0",0
64,76,1,"0",0
65,76,1,"0",0
66,76,1,"0",0
67,76,1,"0",0
68,76,1,"0",0
69,76,1,"0",0
70,76,1,"0",0
71,76,1,"0",0
72,76,1,"0",0
73,76,1,"0",0
1,77,1,"0",0
2,77,1,"0",0
3,77,1,"0",0
4,77,1,"0",0
5,77,1,"0",0
6,77,1,"0",0
7,77,1,"0",0
8,77,1,"0",0
9,77,1,"0",0
10,77,1,"0",0
11,77,1,"0",0
12,77,1,"0",0
13,77,1,"0",0
14,77,1,"0",0
15,77,1,"0",0
16,77,1,"0",0
17,77,1,"0",0
18,77,1,"0",0
19,77,1,"0",0
20,77,1,"0",0
21,77,1,"0",0
22,77,1,"0",0
23,77,1,"0",0
24,77,1,"0",0
25,77,1,"0",0
26,77,1,"0",0
27,77,1,"0",0
28,77,1,"0",0
29,77,1,"0",0
30,77,1,"0",0
31,77,1,"0",0
32,77,1,"0",0
33,77,1,"0",0
34,77,1,"0",0
35,77,1,"0",0
36,77,1,"0",0
37,77,1,"0",0
38,77,1,"0",0
39,77,1,"0",0
40,77,1,"0",0
41,77,1,"0",0
42,77,1,"0",0
43,77,1,"0",0
44,77,1,"0",0
45,77,1,"0",0
46,77,1,"0",0
47,77,1,"0",0
48,77,1,"0",0
49,77,1,"0",0
50,77,1,"0",0
51,77,1,"0",0
52,77,1,"0",0
53,77,1,"0",0
54,77,1,"0",0
55,77,1,"0",0
56,77,1,"0",0
57,77,1,"0",0
58,77,1,"0",0
59,77,1,"0",0
60,77,1,"0",0
61,77,1,"0",0
62,77,1,"0",0
63,77,1,"0",0
64,77,1,"0",0
65,77,1,"0",0
66,77,1,"0",0
67,77,1,"0",0
68,77,1,"0",0
69,77,1,"0",0
70,77,1,"0",0
71,77,1,"0",0
72,77,1,"0",0
73,77,1,"0",0
1,78,1,"0",0
2,78,1,"0",0
3,78,1,"0",0
4,78,1,"0",0
5,78,1,"0",0
6,78,1,"0",0
7,78,1,"0",0
8,78,1,"0",0
9,78,1,"0",0
10,78,1,"0",0
11,78,1,"0",0
12,78,1,"0",0
13,78,1,"0",0
14,78,1,"0",0
15,78,1,"0",0
16,78,1,"0",0
17,78,1,"0",0
18,78,1,"0",0
19,78,1,"0",0
20,78,1,"0",0
21,78,1,"0",0
22,78,1,"0",0
23,78,1,"0",0
24,78,1,"0",0
25,78,1,"0",0
26,78,1,"0",0
27,78,1,"0",0
28,78,1,"0",0
29,78,1,"0",0
30,78,1,"0",0
31,78,1,"0",0
32,78,1,"0",0
33,78,1,"0",0
34,78,1,"0",0
35,78,1,"0",0
36,78,1,"0",0
37,78,1,"0",0
38,78,1,"0",0
39,78,1,"0",0
40,78,1,"0",0
41,78,1,"0",0
42,78,1,"0",0
43,78,1,"0",0
44,78,1,"0",0
45,78,1,"0",0
46,78,1,"0",0
47,78,1,"0",0
48,78,1,"0",0
49,78,1,"0",0
50,78,1,"0",0
51,78,1,"0",0
52,78,1,"0",0
53,78,1,"0",0
54,78,1,"0",0
55,78,1,"0",0
56,78,1,"0",0
57,78,1,"0",0
58,78,1,"0",0
59,78,1,"0",0
60,78,1,"0",0
61,78,1,"0",0
62,78,1,"0",0
63,78,1,"0",0
64,78,1,"0",0
65,78,1,"0",0
66,78,1,"0",0
67,78,1,"0",0
68,78,1,"0",0
69,78,1,"0",0
70,78,1,"0",0
71,78,1,"0",0
72,78,1,"0",0
73,78,1,"0",0
1,79,1,"0",0
2,79,1,"0",1
3,79,1,"0",0
4,79,1,"0",1
5,79,1,"0",0
6,79,1,"0",2
7,79,1,"0",0
8,79,1,"0",4
9,79,1,"0",0
10,79,1,"0",2
11,79,1,"0",4
12,79,1,"0",1
13,79,1,"0",1
14,79,1,"0",1
15,79,1,"0",4
16,79,1,"0",2
17,79,1,"0",3
18,79,1,"0",2
19,79,1,"0",4
20,79,1,"0",6
21,79,1,"0",10
22,79,1,"0",8
23,79,1,"0",10
24,79,1,"0",8
25,79,1,"0",11
26,79,1,"0",16
27,79,1,"0",10
28,79,1,"0",10
29,79,1,"0",20
30,79,1,"0",16
31,79,1,"0",10
32,79,1,"0",6
33,79,1,"0",9
34,79,1,"0",2
35,79,1,"0",6
36,79,1,"0",5
37,79,1,"0",2
38,79,1,"0",3
39,79,1,"0",4
40,79,1,"0",1
41,79,1,"0",2
42,79,1,"0",0
43,79,1,"0",1
44,79,1,"0",0
45,79,1,"0",0
46,79,1,"0",1
47,79,1,"0",0
48,79,1,"0",0
49,79,1,"0",0
50,79,1,"0",0
51,79,1,"0",0
52,79,1,"0",0
53,79,1,"0",0
54,79,1,"0",0
55,79,1,"0",0
56,79,1,"0",0
57,79,1,"0",0
58,79,1,"0",0
59,79,1,"0",0
60,79,1,"0",0
61,79,1,"0",0
62,79,1,"0",0
63,79,1,"0",0
64,79,1,"0",0
65,79,1,"0",0
66,79,1,"0",0
67,79,1,"0",0
68,79,1,"0",0
69,79,1,"0",0
70,79,1,"0",0
71,79,1,"0",0
72,79,1,"0",0
73,79,1,"0",0
1,80,1,"0",2
2,80,1,"0",0
3,80,1,"0",1
4,80,1,"0",1
5,80,1,"0",0
6,80,1,"0",2
7,80,1,"0",0
8,80,1,"0",1
9,80,1,"0",2
10,80,1,"0",3
11,80,1,"0",1
12,80,1,"0",2
13,80,1,"0",2
14,80,1,"0",1
15,80,1,"0",2
16,80,1,"0",1
17,80,1,"0",5
18,80,1,"0",4
19,80,1,"0",6
20,80,1,"0",5
21,80,1,"0",5
22,80,1,"0",7
23,80,1,"0",8
24,80,1,"0",13
25,80,1,"0",4
26,80,1,"0",14
27,80,1,"0",15
28,80,1,"0",11
29,80,1,"0",10
30,80,1,"0",20
31,80,1,"0",10
32,80,1,"0",13
33,80,1,"0",15
34,80,1,"0",19
35,80,1,"0",14
36,80,1,"0",14
37,80,1,"0",10
38,80,1,"0",15
39,80,1,"0",16
40,80,1,"0",17
41,80,1,"0",14
42,80,1,"0",30
43,80,1,"0",20
44,80,1,"0",22
45,80,1,"0",13
46,80,1,"0",25
47,80,1,"0",20
48,80,1,"0",25
49,80,1,"0",29
50,80,1,"0",25
51,80,1,"0",20
52,80,1,"0",15
53,80,1,"0",23
54,80,1,"0",19
55,80,1,"0",12
56,80,1,"0",12
57,80,1,"0",5
58,80,1,"0",8
59,80,1,"0",2
60,80,1,"0",4
61,80,1,"0",1
62,80,1,"0",4
63,80,1,"0",4
64,80,1,"0",4
65,80,1,"0",0
66,80,1,"0",0
67,80,1,"0",2
68,80,1,"0",1
69,80,1,"0",1
70,80,1,"0",0
71,80,1,"0",0
72,80,1,"0",0
73,80,1,"0",0
1,81,1,"0",0
2,81,1,"0",0
3,81,1,"0",0
4,81,1,"0",0
5,81,1,"0",0
6,81,1,"0",0
7,81,1,"0",0
8,81,1,"0",0
9,81,1,"0",0
10,81,1,"0",0
11,81,1,"0",0
12,81,1,"0",0
13,81,1,"0",0
14,81,1,"0",0
15,81,1,"0",0
16,81,1,"0",0
17,81,1,"0",0
18,81,1,"0",0
19,81,1,"0",0
20,81,1,"0",0
21,81,1,"0",0
22,81,1,"0",0
23,81,1,"0",0
24,81,1,"0",0
25,81,1,"0",0
26,81,1,"0",0
27,81,1,"0",0
28,81,1,"0",0
29,81,1,"0",0
30,81,1,"0",0
31,81,1,"0",0
32,81,1,"0",0
33,81,1,"0",0
34,81,1,"0",0
35,81,1,"0",0
36,81,1,"0",0
37,81,1,"0",0
38,81,1,"0",0
39,81,1,"0",0
40,81,1,"0",0
41,81,1,"0",0
42,81,1,"0",0
43,81,1,"0",0
44,81,1,"0",0
45,81,1,"0",0
46,81,1,"0",0
47,81,1,"0",0
48,81,1,"0",0
49,81,1,"0",0
50,81,1,"0",0
51,81,1,"0",0
52,81,1,"0",0
53,81,1,"0",0
54,81,1,"0",0
55,81,1,"0",0
56,81,1,"0",0
57,81,1,"0",0
58,81,1,"0",0
59,81,1,"0",0
60,81,1,"0",0
61,81,1,"0",0
62,81,1,"0",0
63,81,1,"0",0
64,81,1,"0",0
65,81,1,"0",0
66,81,1,"0",0
67,81,1,"0",0
68,81,1,"0",0
69,81,1,"0",0
70,81,1,"0",0
71,81,1,"0",0
72,81,1,"0",0
73,81,1,"0",0
1,82,1,"0",1
2,82,1,"0",1
3,82,1,"0",1
4,82,1,"0",0
5,82,1,"0",0
6,82,1,"0",0
7,82,1,"0",0
8,82,1,"0",0
9,82,1,"0",0
10,82,1,"0",0
11,82,1,"0",0
12,82,1,"0",0
13,82,1,"0",0
14,82,1,"0",0
15,82,1,"0",0
16,82,1,"0",0
17,82,1,"0",0
18,82,1,"0",0
19,82,1,"0",0
20,82,1,"0",0
21,82,1,"0",0
22,82,1,"0",0
23,82,1,"0",0
24,82,1,"0",0
25,82,1,"0",0
26,82,1,"0",0
27,82,1,"0",0
28,82,1,"0",0
29,82,1,"0",0
30,82,1,"0",0
31,82,1,"0",0
32,82,1,"0",0
33,82,1,"0",0
34,82,1,"0",0
35,82,1,"0",0
36,82,1,"0",0
37,82,1,"0",0
38,82,1,"0",0
39,82,1,"0",0
40,82,1,"0",0
41,82,1,"0",0
42,82,1,"0",0
43,82,1,"0",0
44,82,1,"0",0
45,82,1,"0",0
46,82,1,"0",0
47,82,1,"0",0
48,82,1,"0",0
49,82,1,"0",0
50,82,1,"0",0
51,82,1,"0",0
52,82,1,"0",0
53,82,1,"0",0
54,82,1,"0",0
55,82,1,"0",0
56,82,1,"0",0
57,82,1,"0",0
58,82,1,"0",0
59,82,1,"0",0
60,82,1,"0",0
61,82,1,"0",0
62,82,1,"0",0
63,82,1,"0",0
64,82,1,"0",0
65,82,1,"0",0
66,82,1,"0",0
67,82,1,"0",0
68,82,1,"0",0
69,82,1,"0",0
70,82,1,"0",0
71,82,1,"0",0
72,82,1,"0",0
73,82,1,"0",0
1,83,1,"0",0
2,83,1,"0",2
3,83,1,"0",2
4,83,1,"0",0
5,83,1,"0",2
6,83,1,"0",1
7,83,1,"0",2
8,83,1,"0",2
9,83,1,"0",1
10,83,1,"0",3
11,83,1,"0",2
12,83,1,"0",3
13,83,1,"0",1
14,83,1,"0",2
15,83,1,"0",1
16,83,1,"0",1
17,83,1,"0",4
18,83,1,"0",1
19,83,1,"0",7
20,83,1,"0",5
21,83,1,"0",3
22,83,1,"0",9
23,83,1,"0",6
24,83,1,"0",11
25,83,1,"0",13
26,83,1,"0",13
27,83,1,"0",16
28,83,1,"0",19
29,83,1,"0",11
30,83,1,"0",12
31,83,1,"0",14
32,83,1,"0",18
33,83,1,"0",13
34,83,1,"0",11
35,83,1,"0",11
36,83,1,"0",10
37,83,1,"0",9
38,83,1,"0",12
39,83,1,"0",14
40,83,1,"0",15
41,83,1,"0",17
42,83,1,"0",18
43,83,1,"0",10
44,83,1,"0",12
45,83,1,"0",9
46,83,1,"0",14
47,83,1,"0",11
48,83,1,"0",13
49,83,1,"0",6
50,83,1,"0",6
51,83,1,"0",6
52,83,1,"0",5
53,83,1,"0",2
54,83,1,"0",4
55,83,1,"0",0
56,83,1,"0",0
57,83,1,"0",0
58,83,1,"0",0
59,83,1,"0",0
60,83,1,"0",1
61,83,1,"0",0
62,83,1,"0",0
63,83,1,"0",0
64,83,1,"0",0
65,83,1,"0",0
66,83,1,"0",0
67,83,1,"0",0
68,83,1,"0",0
69,83,1,"0",0
70,83,1,"0",0
71,83,1,"0",0
72,83,1,"0",0
73,83,1,"0",0
1,84,1,"0",0
2,84,1,"0",2
3,84,1,"0",1
4,84,1,"0",1
5,84,1,"0",2
6,84,1,"0",1
7,84,1,"0",2
8,84,1,"0",0
9,84,1,"0",2
10,84,1,"0",1
11,84,1,"0",3
12,84,1,"0",0
13,84,1,"0",4
14,84,1,"0",2
15,84,1,"0",2
16,84,1,"0",6
17,84,1,"0",7
18,84,1,"0",4
19,84,1,"0",11
20,84,1,"0",11
21,84,1,"0",13
22,84,1,"0",16
23,84,1,"0",17
24,84,1,"0",19
25,84,1,"0",24
26,84,1,"0",24
27,84,1,"0",25
28,84,1,"0",25
29,84,1,"0",24
30,84,1,"0",25
31,84,1,"0",25
32,84,1,"0",32
33,84,1,"0",18
34,84,1,"0",14
35,84,1,"0",13
36,84,1,"0",14
37,84,1,"0",6
38,84,1,"0",10
39,84,1,"0",6
40,84,1,"0",3
41,84,1,"0",3
42,84,1,"0",5
43,84,1,"0",2
44,84,1,"0",2
45,84,1,"0",2
46,84,1,"0",3
47,84,1,"0",0
48,84,1,"0",1
49,84,1,"0",1
50,84,1,"0",0
51,84,1,"0",0
52,84,1,"0",0
53,84,1,"0",0
54,84,1,"0",0
55,84,1,"0",0
56,84,1,"0",0
57,84,1,"0",0
58,84,1,"0",0
59,84,1,"0",0
60,84,1,"0",0
61,84,1,"0",0
62,84,1,"0",0
63,84,1,"0",0
64,84,1,"0",0
65,84,1,"0",0
66,84,1,"0",0
67,84,1,"0",0
68,84,1,"0",0
69,84,1,"0",0
70,84,1,"0",0
71,84,1,"0",0
72,84,1,"0",0
73,84,1,"0",0
1,85,1,"0",0
2,85,1,"0",0
3,85,1,"0",0
4,85,1,"0",0
5,85,1,"0",0
6,85,1,"0",0
7,85,1,"0",0
8,85,1,"0",0
9,85,1,"0",0
10,85,1,"0",0
11,85,1,"0",0
12,85,1,"0",0
13,85,1,"0",0
14,85,1,"0",0
15,85,1,"0",0
16,85,1,"0",0
17,85,1,"0",0
18,85,1,"0",0
19,85,1,"0",0
20,85,1,"0",0
21,85,1,"0",0
22,85,1,"0",0
23,85,1,"0",0
24,85,1,"0",0
25,85,1,"0",0
26,85,1,"0",0
27,85,1,"0",0
28,85,1,"0",0
29,85,1,"0",0
30,85,1,"0",0
31,85,1,"0",0
32,85,1,"0",0
33,85,1,"0",0
34,85,1,"0",0
35,85,1,"0",0
36,85,1,"0",0
37,85,1,"0",0
38,85,1,"0",0
39,85,1,"0",0
40,85,1,"0",0
41,85,1,"0",0
42,85,1,"0",0
43,85,1,"0",0
44,85,1,"0",0
45,85,1,"0",0
46,85,1,"0",0
47,85,1,"0",0
48,85,1,"0",0
49,85,1,"0",0
50,85,1,"0",0
51,85,1,"0",0
52,85,1,"0",0
53,85,1,"0",0
54,85,1,"0",0
55,85,1,"0",0
56,85,1,"0",0
57,85,1,"0",0
58,85,1,"0",0
59,85,1,"0",0
60,85,1,"0",0
61,85,1,"0",0
62,85,1,"0",0
63,85,1,"0",0
64,85,1,"0",0
65,85,1,"0",0
66,85,1,"0",0
67,85,1,"0",0
68,85,1,"0",0
69,85,1,"0",0
70,85,1,"0",0
71,85,1,"0",0
72,85,1,"0",0
73,85,1,"0",0
1,86,1,"0",1
2,86,1,"0",2
3,86,1,"0",2
4,86,1,"0",1
5,86,1,"0",0
6,86,1,"0",7
7,86,1,"0",1
8,86,1,"0",4
9,86,1,"0",3
10,86,1,"0",4
11,86,1,"0",1
12,86,1,"0",1
13,86,1,"0",4
14,86,1,"0",3
15,86,1,"0",3
16,86,1,"0",5
17,86,1,"0",4
18,86,1,"0",5
19,86,1,"0",3
20,86,1,"0",6
21,86,1,"0",4
22,86,1,"0",8
23,86,1,"0",6
24,86,1,"0",8
25,86,1,"0",9
26,86,1,"0",14
27,86,1,"0",9
28,86,1,"0",7
29,86,1,"0",6
30,86,1,"0",15
31,86,1,"0",5
32,86,1,"0",4
33,86,1,"0",13
34,86,1,"0",5
35,86,1,"0",11
36,86,1,"0",7
37,86,1,"0",4
38,86,1,"0",2
39,86,1,"0",3
40,86,1,"0",1
41,86,1,"0",3
42,86,1,"0",3
43,86,1,"0",1
44,86,1,"0",2
45,86,1,"0",0
46,86,1,"0",0
47,86,1,"0",0
48,86,1,"0",1
49,86,1,"0",0
50,86,1,"0",0
51,86,1,"0",0
52,86,1,"0",0
53,86,1,"0",0
54,86,1,"0",0
55,86,1,"0",0
56,86,1,"0",0
57,86,1,"0",0
58,86,1,"0",0
59,86,1,"0",0
60,86,1,"0",0
61,86,1,"0",0
62,86,1,"0",0
63,86,1,"0",0
64,86,1,"0",0
65,86,1,"0",0
66,86,1,"0",0
67,86,1,"0",0
68,86,1,"0",0
69,86,1,"0",0
70,86,1,"0",0
71,86,1,"0",0
72,86,1,"0",0
73,86,1,"0",0
1,87,1,"0",0
2,87,1,"0",1
3,87,1,"0",1
4,87,1,"0",0
5,87,1,"0",3
6,87,1,"0",2
7,87,1,"0",5
8,87,1,"0",4
9,87,1,"0",2
10,87,1,"0",1
11,87,1,"0",5
12,87,1,"0",5
13,87,1,"0",4
14,87,1,"0",2
15,87,1,"0",8
16,87,1,"0",2
17,87,1,"0",7
18,87,1,"0",13
19,87,1,"0",12
20,87,1,"0",7
21,87,1,"0",12
22,87,1,"0",18
23,87,1,"0",18
24,87,1,"0",19
25,87,1,"0",20
26,87,1,"0",25
27,87,1,"0",25
28,87,1,"0",20
29,87,1,"0",38
30,87,1,"0",19
31,87,1,"0",23
32,87,1,"0",23
33,87,1,"0",21
34,87,1,"0",27
35,87,1,"0",27
36,87,1,"0",24
37,87,1,"0",27
38,87,1,"0",25
39,87,1,"0",29
40,87,1,"0",20
41,87,1,"0",16
42,87,1,"0",24
43,87,1,"0",16
44,87,1,"0",6
45,87,1,"0",4
46,87,1,"0",5
47,87,1,"0",6
48,87,1,"0",1
49,87,1,"0",1
50,87,1,"0",3
51,87,1,"0",1
52,87,1,"0",2
53,87,1,"0",0
54,87,1,"0",0
55,87,1,"0",0
56,87,1,"0",1
57,87,1,"0",0
58,87,1,"0",0
59,87,1,"0",0
60,87,1,"0",0
61,87,1,"0",0
62,87,1,"0",0
63,87,1,"0",0
64,87,1,"0",0
65,87,1,"0",0
66,87,1,"0",0
67,87,1,"0",0
68,87,1,"0",0
69,87,1,"0",0
70,87,1,"0",0
71,87,1,"0",0
72,87,1,"0",0
73,87,1,"0",0
1,88,1,"0",0
2,88,1,"0",1
3,88,1,"0",0
4,88,1,"0",0
5,88,1,"0",0
6,88,1,"0",1
7,88,1,"0",0
8,88,1,"0",0
9,88,1,"0",0
10,88,1,"0",0
11,88,1,"0",0
12,88,1,"0",0
13,88,1,"0",0
14,88,1,"0",0
15,88,1,"0",0
16,88,1,"0",0
17,88,1,"0",0
18,88,1,"0",0
19,88,1,"0",0
20,88,1,"0",0
21,88,1,"0",0
22,88,1,"0",0
23,88,1,"0",0
24,88,1,"0",0
25,88,1,"0",0
26,88,1,"0",0
27,88,1,"0",0
28,88,1,"0",0
29,88,1,"0",0
30,88,1,"0",0
31,88,1,"0",0
32,88,1,"0",0
33,88,1,"0",0
34,88,1,"0",0
35,88,1,"0",0
36,88,1,"0",0
37,88,1,"0",0
38,88,1,"0",0
39,88,1,"0",0
40,88,1,"0",0
41,88,1,"0",0
42,88,1,"0",0
43,88,1,"0",0
44,88,1,"0",0
45,88,1,"0",0
46,88,1,"0",0
47,88,1,"0",0
48,88,1,"0",0
49,88,1,"0",0
50,88,1,"0",0
51,88,1,"0",0
52,88,1,"0",0
53,88,1,"0",0
54,88,1,"0",0
55,88,1,"0",0
56,88,1,"0",0
57,88,1,"0",0
58,88,1,"0",0
59,88,1,"0",0
60,88,1,"0",0
61,88,1,"0",0
62,88,1,"0",0
63,88,1,"0",0
64,88,1,"0",0
65,88,1,"0",0
66,88,1,"0",0
67,88,1,"0",0
68,88,1,"0",0
69,88,1,"0",0
70,88,1,"0",0
71,88,1,"0",0
72,88,1,"0",0
73,88,1,"0",0
1,89,1,"0",0
2,89,1,"0",0
3,89,1,"0",0
4,89,1,"0",0
5,89,1,"0",0
6,89,1,"0",0
7,89,1,"0",0
8,89,1,"0",0
9,89,1,"0",0
10,89,1,"0",0
11,89,1,"0",0
12,89,1,"0",0
13,89,1,"0",0
14,89,1,"0",0
15,89,1,"0",0
16,89,1,"0",0
17,89,1,"0",0
18,89,1,"0",0
19,89,1,"0",0
20,89,1,"0",0
21,89,1,"0",0
22,89,1,"0",0
23,89,1,"0",0
24,89,1,"0",0
25,89,1,"0",0
26,89,1,"0",0
27,89,1,"0",0
28,89,1,"0",0
29,89,1,"0",0
30,89,1,"0",0
31,89,1,"0",0
32,89,1,"0",0
33,89,1,"0",0
34,89,1,"0",0
35,89,1,"0",0
36,89,1,"0",0
37,89,1,"0",0
38,89,1,"0",0
39,89,1,"0",0
40,89,1,"0",0
41,89,1,"0",0
42,89,1,"0",0
43,89,1,"0",0
44,89,1,"0",0
45,89,1,"0",0
46,89,1,"0",0
47,89,1,"0",0
48,89,1,"0",0
49,89,1,"0",0
50,89,1,"0",0
51,89,1,"0",0
52,89,1,"0",0
53,89,1,"0",0
54,89,1,"0",0
55,89,1,"0",0
56,89,1,"0",0
57,89,1,"0",0
58,89,1,"0",0
59,89,1,"0",0
60,89,1,"0",0
61,89,1,"0",0
62,89,1,"0",0
63,89,1,"0",0
64,89,1,"0",0
65,89,1,"0",0
66,89,1,"0",0
67,89,1,"0",0
