"time","rep","importation","sim_scenario","infections"
57,666,1,"NoIntervention",0
58,666,1,"NoIntervention",0
59,666,1,"NoIntervention",0
60,666,1,"NoIntervention",0
61,666,1,"NoIntervention",0
62,666,1,"NoIntervention",0
63,666,1,"NoIntervention",0
64,666,1,"NoIntervention",0
65,666,1,"NoIntervention",0
66,666,1,"NoIntervention",0
67,666,1,"NoIntervention",0
68,666,1,"NoIntervention",0
69,666,1,"NoIntervention",0
70,666,1,"NoIntervention",0
71,666,1,"NoIntervention",0
72,666,1,"NoIntervention",0
73,666,1,"NoIntervention",0
1,667,1,"NoIntervention",2
2,667,1,"NoIntervention",1
3,667,1,"NoIntervention",0
4,667,1,"NoIntervention",2
5,667,1,"NoIntervention",4
6,667,1,"NoIntervention",8
7,667,1,"NoIntervention",2
8,667,1,"NoIntervention",7
9,667,1,"NoIntervention",10
10,667,1,"NoIntervention",9
11,667,1,"NoIntervention",7
12,667,1,"NoIntervention",17
13,667,1,"NoIntervention",8
14,667,1,"NoIntervention",11
15,667,1,"NoIntervention",28
16,667,1,"NoIntervention",34
17,667,1,"NoIntervention",39
18,667,1,"NoIntervention",36
19,667,1,"NoIntervention",42
20,667,1,"NoIntervention",47
21,667,1,"NoIntervention",53
22,667,1,"NoIntervention",43
23,667,1,"NoIntervention",42
24,667,1,"NoIntervention",46
25,667,1,"NoIntervention",28
26,667,1,"NoIntervention",29
27,667,1,"NoIntervention",21
28,667,1,"NoIntervention",19
29,667,1,"NoIntervention",18
30,667,1,"NoIntervention",13
31,667,1,"NoIntervention",10
32,667,1,"NoIntervention",3
33,667,1,"NoIntervention",6
34,667,1,"NoIntervention",2
35,667,1,"NoIntervention",2
36,667,1,"NoIntervention",4
37,667,1,"NoIntervention",1
38,667,1,"NoIntervention",1
39,667,1,"NoIntervention",1
40,667,1,"NoIntervention",0
41,667,1,"NoIntervention",1
42,667,1,"NoIntervention",1
43,667,1,"NoIntervention",1
44,667,1,"NoIntervention",0
45,667,1,"NoIntervention",1
46,667,1,"NoIntervention",0
47,667,1,"NoIntervention",0
48,667,1,"NoIntervention",0
49,667,1,"NoIntervention",0
50,667,1,"NoIntervention",0
51,667,1,"NoIntervention",0
52,667,1,"NoIntervention",0
53,667,1,"NoIntervention",0
54,667,1,"NoIntervention",0
55,667,1,"NoIntervention",0
56,667,1,"NoIntervention",0
57,667,1,"NoIntervention",0
58,667,1,"NoIntervention",0
59,667,1,"NoIntervention",0
60,667,1,"NoIntervention",0
61,667,1,"NoIntervention",0
62,667,1,"NoIntervention",0
63,667,1,"NoIntervention",0
64,667,1,"NoIntervention",0
65,667,1,"NoIntervention",0
66,667,1,"NoIntervention",0
67,667,1,"NoIntervention",0
68,667,1,"NoIntervention",0
69,667,1,"NoIntervention",0
70,667,1,"NoIntervention",0
71,667,1,"NoIntervention",0
72,667,1,"NoIntervention",0
73,667,1,"NoIntervention",0
1,668,1,"NoIntervention",0
2,668,1,"NoIntervention",1
3,668,1,"NoIntervention",0
4,668,1,"NoIntervention",0
5,668,1,"NoIntervention",1
6,668,1,"NoIntervention",1
7,668,1,"NoIntervention",0
8,668,1,"NoIntervention",3
9,668,1,"NoIntervention",3
10,668,1,"NoIntervention",3
11,668,1,"NoIntervention",2
12,668,1,"NoIntervention",2
13,668,1,"NoIntervention",2
14,668,1,"NoIntervention",5
15,668,1,"NoIntervention",3
16,668,1,"NoIntervention",6
17,668,1,"NoIntervention",7
18,668,1,"NoIntervention",7
19,668,1,"NoIntervention",7
20,668,1,"NoIntervention",13
21,668,1,"NoIntervention",11
22,668,1,"NoIntervention",9
23,668,1,"NoIntervention",18
24,668,1,"NoIntervention",14
25,668,1,"NoIntervention",14
26,668,1,"NoIntervention",14
27,668,1,"NoIntervention",10
28,668,1,"NoIntervention",16
29,668,1,"NoIntervention",12
30,668,1,"NoIntervention",5
31,668,1,"NoIntervention",7
32,668,1,"NoIntervention",9
33,668,1,"NoIntervention",6
34,668,1,"NoIntervention",3
35,668,1,"NoIntervention",0
36,668,1,"NoIntervention",5
37,668,1,"NoIntervention",1
38,668,1,"NoIntervention",1
39,668,1,"NoIntervention",0
40,668,1,"NoIntervention",0
41,668,1,"NoIntervention",0
42,668,1,"NoIntervention",1
43,668,1,"NoIntervention",1
44,668,1,"NoIntervention",0
45,668,1,"NoIntervention",1
46,668,1,"NoIntervention",0
47,668,1,"NoIntervention",0
48,668,1,"NoIntervention",0
49,668,1,"NoIntervention",0
50,668,1,"NoIntervention",0
51,668,1,"NoIntervention",0
52,668,1,"NoIntervention",0
53,668,1,"NoIntervention",0
54,668,1,"NoIntervention",0
55,668,1,"NoIntervention",0
56,668,1,"NoIntervention",0
57,668,1,"NoIntervention",0
58,668,1,"NoIntervention",0
59,668,1,"NoIntervention",0
60,668,1,"NoIntervention",0
61,668,1,"NoIntervention",0
62,668,1,"NoIntervention",0
63,668,1,"NoIntervention",0
64,668,1,"NoIntervention",0
65,668,1,"NoIntervention",0
66,668,1,"NoIntervention",0
67,668,1,"NoIntervention",0
68,668,1,"NoIntervention",0
69,668,1,"NoIntervention",0
70,668,1,"NoIntervention",0
71,668,1,"NoIntervention",0
72,668,1,"NoIntervention",0
73,668,1,"NoIntervention",0
1,669,1,"NoIntervention",0
2,669,1,"NoIntervention",1
3,669,1,"NoIntervention",0
4,669,1,"NoIntervention",4
5,669,1,"NoIntervention",3
6,669,1,"NoIntervention",4
7,669,1,"NoIntervention",4
8,669,1,"NoIntervention",7
9,669,1,"NoIntervention",6
10,669,1,"NoIntervention",5
11,669,1,"NoIntervention",5
12,669,1,"NoIntervention",9
13,669,1,"NoIntervention",7
14,669,1,"NoIntervention",8
15,669,1,"NoIntervention",21
16,669,1,"NoIntervention",24
17,669,1,"NoIntervention",22
18,669,1,"NoIntervention",38
19,669,1,"NoIntervention",29
20,669,1,"NoIntervention",46
21,669,1,"NoIntervention",33
22,669,1,"NoIntervention",45
23,669,1,"NoIntervention",40
24,669,1,"NoIntervention",45
25,669,1,"NoIntervention",38
26,669,1,"NoIntervention",42
27,669,1,"NoIntervention",32
28,669,1,"NoIntervention",30
29,669,1,"NoIntervention",24
30,669,1,"NoIntervention",27
31,669,1,"NoIntervention",21
32,669,1,"NoIntervention",17
33,669,1,"NoIntervention",12
34,669,1,"NoIntervention",11
35,669,1,"NoIntervention",8
36,669,1,"NoIntervention",3
37,669,1,"NoIntervention",3
38,669,1,"NoIntervention",2
39,669,1,"NoIntervention",1
40,669,1,"NoIntervention",0
41,669,1,"NoIntervention",2
42,669,1,"NoIntervention",2
43,669,1,"NoIntervention",0
44,669,1,"NoIntervention",2
45,669,1,"NoIntervention",5
46,669,1,"NoIntervention",5
47,669,1,"NoIntervention",6
48,669,1,"NoIntervention",5
49,669,1,"NoIntervention",7
50,669,1,"NoIntervention",7
51,669,1,"NoIntervention",16
52,669,1,"NoIntervention",19
53,669,1,"NoIntervention",13
54,669,1,"NoIntervention",18
55,669,1,"NoIntervention",33
56,669,1,"NoIntervention",32
57,669,1,"NoIntervention",29
58,669,1,"NoIntervention",40
59,669,1,"NoIntervention",33
60,669,1,"NoIntervention",34
61,669,1,"NoIntervention",32
62,669,1,"NoIntervention",35
63,669,1,"NoIntervention",23
64,669,1,"NoIntervention",14
65,669,1,"NoIntervention",13
66,669,1,"NoIntervention",7
67,669,1,"NoIntervention",7
68,669,1,"NoIntervention",2
69,669,1,"NoIntervention",5
70,669,1,"NoIntervention",3
71,669,1,"NoIntervention",0
72,669,1,"NoIntervention",0
73,669,1,"NoIntervention",1
1,670,1,"NoIntervention",0
2,670,1,"NoIntervention",0
3,670,1,"NoIntervention",0
4,670,1,"NoIntervention",0
5,670,1,"NoIntervention",0
6,670,1,"NoIntervention",0
7,670,1,"NoIntervention",0
8,670,1,"NoIntervention",0
9,670,1,"NoIntervention",0
10,670,1,"NoIntervention",0
11,670,1,"NoIntervention",0
12,670,1,"NoIntervention",0
13,670,1,"NoIntervention",0
14,670,1,"NoIntervention",0
15,670,1,"NoIntervention",0
16,670,1,"NoIntervention",0
17,670,1,"NoIntervention",0
18,670,1,"NoIntervention",0
19,670,1,"NoIntervention",0
20,670,1,"NoIntervention",0
21,670,1,"NoIntervention",0
22,670,1,"NoIntervention",0
23,670,1,"NoIntervention",0
24,670,1,"NoIntervention",0
25,670,1,"NoIntervention",0
26,670,1,"NoIntervention",0
27,670,1,"NoIntervention",0
28,670,1,"NoIntervention",0
29,670,1,"NoIntervention",0
30,670,1,"NoIntervention",0
31,670,1,"NoIntervention",0
32,670,1,"NoIntervention",0
33,670,1,"NoIntervention",0
34,670,1,"NoIntervention",0
35,670,1,"NoIntervention",0
36,670,1,"NoIntervention",0
37,670,1,"NoIntervention",0
38,670,1,"NoIntervention",0
39,670,1,"NoIntervention",0
40,670,1,"NoIntervention",0
41,670,1,"NoIntervention",0
42,670,1,"NoIntervention",0
43,670,1,"NoIntervention",0
44,670,1,"NoIntervention",0
45,670,1,"NoIntervention",0
46,670,1,"NoIntervention",0
47,670,1,"NoIntervention",0
48,670,1,"NoIntervention",0
49,670,1,"NoIntervention",0
50,670,1,"NoIntervention",0
51,670,1,"NoIntervention",0
52,670,1,"NoIntervention",0
53,670,1,"NoIntervention",0
54,670,1,"NoIntervention",0
55,670,1,"NoIntervention",0
56,670,1,"NoIntervention",0
57,670,1,"NoIntervention",0
58,670,1,"NoIntervention",0
59,670,1,"NoIntervention",0
60,670,1,"NoIntervention",0
61,670,1,"NoIntervention",0
62,670,1,"NoIntervention",0
63,670,1,"NoIntervention",0
64,670,1,"NoIntervention",0
65,670,1,"NoIntervention",0
66,670,1,"NoIntervention",0
67,670,1,"NoIntervention",0
68,670,1,"NoIntervention",0
69,670,1,"NoIntervention",0
70,670,1,"NoIntervention",0
71,670,1,"NoIntervention",0
72,670,1,"NoIntervention",0
73,670,1,"NoIntervention",0
1,671,1,"NoIntervention",0
2,671,1,"NoIntervention",1
3,671,1,"NoIntervention",1
4,671,1,"NoIntervention",1
5,671,1,"NoIntervention",0
6,671,1,"NoIntervention",3
7,671,1,"NoIntervention",1
8,671,1,"NoIntervention",5
9,671,1,"NoIntervention",5
10,671,1,"NoIntervention",2
11,671,1,"NoIntervention",6
12,671,1,"NoIntervention",7
13,671,1,"NoIntervention",3
14,671,1,"NoIntervention",3
15,671,1,"NoIntervention",9
16,671,1,"NoIntervention",13
17,671,1,"NoIntervention",7
18,671,1,"NoIntervention",21
19,671,1,"NoIntervention",10
20,671,1,"NoIntervention",17
21,671,1,"NoIntervention",20
22,671,1,"NoIntervention",12
23,671,1,"NoIntervention",17
24,671,1,"NoIntervention",23
25,671,1,"NoIntervention",15
26,671,1,"NoIntervention",22
27,671,1,"NoIntervention",17
28,671,1,"NoIntervention",14
29,671,1,"NoIntervention",21
30,671,1,"NoIntervention",16
31,671,1,"NoIntervention",18
32,671,1,"NoIntervention",20
33,671,1,"NoIntervention",17
34,671,1,"NoIntervention",13
35,671,1,"NoIntervention",16
36,671,1,"NoIntervention",5
37,671,1,"NoIntervention",13
38,671,1,"NoIntervention",10
39,671,1,"NoIntervention",5
40,671,1,"NoIntervention",13
41,671,1,"NoIntervention",7
42,671,1,"NoIntervention",3
43,671,1,"NoIntervention",2
44,671,1,"NoIntervention",1
45,671,1,"NoIntervention",3
46,671,1,"NoIntervention",1
47,671,1,"NoIntervention",0
48,671,1,"NoIntervention",0
49,671,1,"NoIntervention",0
50,671,1,"NoIntervention",0
51,671,1,"NoIntervention",1
52,671,1,"NoIntervention",0
53,671,1,"NoIntervention",0
54,671,1,"NoIntervention",0
55,671,1,"NoIntervention",1
56,671,1,"NoIntervention",0
57,671,1,"NoIntervention",1
58,671,1,"NoIntervention",0
59,671,1,"NoIntervention",0
60,671,1,"NoIntervention",0
61,671,1,"NoIntervention",0
62,671,1,"NoIntervention",0
63,671,1,"NoIntervention",0
64,671,1,"NoIntervention",0
65,671,1,"NoIntervention",0
66,671,1,"NoIntervention",0
67,671,1,"NoIntervention",0
68,671,1,"NoIntervention",0
69,671,1,"NoIntervention",0
70,671,1,"NoIntervention",0
71,671,1,"NoIntervention",0
72,671,1,"NoIntervention",0
73,671,1,"NoIntervention",0
1,672,1,"NoIntervention",2
2,672,1,"NoIntervention",0
3,672,1,"NoIntervention",0
4,672,1,"NoIntervention",1
5,672,1,"NoIntervention",1
6,672,1,"NoIntervention",1
7,672,1,"NoIntervention",4
8,672,1,"NoIntervention",5
9,672,1,"NoIntervention",3
10,672,1,"NoIntervention",6
11,672,1,"NoIntervention",5
12,672,1,"NoIntervention",5
13,672,1,"NoIntervention",4
14,672,1,"NoIntervention",1
15,672,1,"NoIntervention",13
16,672,1,"NoIntervention",9
17,672,1,"NoIntervention",12
18,672,1,"NoIntervention",15
19,672,1,"NoIntervention",18
20,672,1,"NoIntervention",18
21,672,1,"NoIntervention",21
22,672,1,"NoIntervention",26
23,672,1,"NoIntervention",20
24,672,1,"NoIntervention",31
25,672,1,"NoIntervention",23
26,672,1,"NoIntervention",19
27,672,1,"NoIntervention",28
28,672,1,"NoIntervention",21
29,672,1,"NoIntervention",18
30,672,1,"NoIntervention",27
31,672,1,"NoIntervention",19
32,672,1,"NoIntervention",15
33,672,1,"NoIntervention",11
34,672,1,"NoIntervention",10
35,672,1,"NoIntervention",4
36,672,1,"NoIntervention",8
37,672,1,"NoIntervention",5
38,672,1,"NoIntervention",2
39,672,1,"NoIntervention",0
40,672,1,"NoIntervention",1
41,672,1,"NoIntervention",0
42,672,1,"NoIntervention",1
43,672,1,"NoIntervention",0
44,672,1,"NoIntervention",1
45,672,1,"NoIntervention",1
46,672,1,"NoIntervention",0
47,672,1,"NoIntervention",0
48,672,1,"NoIntervention",0
49,672,1,"NoIntervention",0
50,672,1,"NoIntervention",0
51,672,1,"NoIntervention",0
52,672,1,"NoIntervention",0
53,672,1,"NoIntervention",0
54,672,1,"NoIntervention",0
55,672,1,"NoIntervention",0
56,672,1,"NoIntervention",0
57,672,1,"NoIntervention",0
58,672,1,"NoIntervention",0
59,672,1,"NoIntervention",0
60,672,1,"NoIntervention",0
61,672,1,"NoIntervention",0
62,672,1,"NoIntervention",0
63,672,1,"NoIntervention",0
64,672,1,"NoIntervention",0
65,672,1,"NoIntervention",0
66,672,1,"NoIntervention",0
67,672,1,"NoIntervention",0
68,672,1,"NoIntervention",0
69,672,1,"NoIntervention",0
70,672,1,"NoIntervention",0
71,672,1,"NoIntervention",0
72,672,1,"NoIntervention",0
73,672,1,"NoIntervention",0
1,673,1,"NoIntervention",0
2,673,1,"NoIntervention",1
3,673,1,"NoIntervention",1
4,673,1,"NoIntervention",0
5,673,1,"NoIntervention",0
6,673,1,"NoIntervention",3
7,673,1,"NoIntervention",1
8,673,1,"NoIntervention",2
9,673,1,"NoIntervention",1
10,673,1,"NoIntervention",5
11,673,1,"NoIntervention",0
12,673,1,"NoIntervention",2
13,673,1,"NoIntervention",6
14,673,1,"NoIntervention",3
15,673,1,"NoIntervention",8
16,673,1,"NoIntervention",9
17,673,1,"NoIntervention",10
18,673,1,"NoIntervention",6
19,673,1,"NoIntervention",14
20,673,1,"NoIntervention",11
21,673,1,"NoIntervention",15
22,673,1,"NoIntervention",16
23,673,1,"NoIntervention",11
24,673,1,"NoIntervention",22
25,673,1,"NoIntervention",10
26,673,1,"NoIntervention",16
27,673,1,"NoIntervention",12
28,673,1,"NoIntervention",10
29,673,1,"NoIntervention",7
30,673,1,"NoIntervention",7
31,673,1,"NoIntervention",3
32,673,1,"NoIntervention",4
33,673,1,"NoIntervention",2
34,673,1,"NoIntervention",4
35,673,1,"NoIntervention",0
36,673,1,"NoIntervention",0
37,673,1,"NoIntervention",1
38,673,1,"NoIntervention",0
39,673,1,"NoIntervention",1
40,673,1,"NoIntervention",1
41,673,1,"NoIntervention",0
42,673,1,"NoIntervention",0
43,673,1,"NoIntervention",0
44,673,1,"NoIntervention",0
45,673,1,"NoIntervention",0
46,673,1,"NoIntervention",0
47,673,1,"NoIntervention",0
48,673,1,"NoIntervention",0
49,673,1,"NoIntervention",0
50,673,1,"NoIntervention",0
51,673,1,"NoIntervention",0
52,673,1,"NoIntervention",0
53,673,1,"NoIntervention",0
54,673,1,"NoIntervention",0
55,673,1,"NoIntervention",0
56,673,1,"NoIntervention",0
57,673,1,"NoIntervention",0
58,673,1,"NoIntervention",0
59,673,1,"NoIntervention",0
60,673,1,"NoIntervention",0
61,673,1,"NoIntervention",0
62,673,1,"NoIntervention",0
63,673,1,"NoIntervention",0
64,673,1,"NoIntervention",0
65,673,1,"NoIntervention",0
66,673,1,"NoIntervention",0
67,673,1,"NoIntervention",0
68,673,1,"NoIntervention",0
69,673,1,"NoIntervention",0
70,673,1,"NoIntervention",0
71,673,1,"NoIntervention",0
72,673,1,"NoIntervention",0
73,673,1,"NoIntervention",0
1,674,1,"NoIntervention",0
2,674,1,"NoIntervention",0
3,674,1,"NoIntervention",4
4,674,1,"NoIntervention",3
5,674,1,"NoIntervention",2
6,674,1,"NoIntervention",2
7,674,1,"NoIntervention",4
8,674,1,"NoIntervention",4
9,674,1,"NoIntervention",5
10,674,1,"NoIntervention",1
11,674,1,"NoIntervention",6
12,674,1,"NoIntervention",7
13,674,1,"NoIntervention",8
14,674,1,"NoIntervention",3
15,674,1,"NoIntervention",15
16,674,1,"NoIntervention",13
17,674,1,"NoIntervention",24
18,674,1,"NoIntervention",15
19,674,1,"NoIntervention",28
20,674,1,"NoIntervention",29
21,674,1,"NoIntervention",34
22,674,1,"NoIntervention",47
23,674,1,"NoIntervention",30
24,674,1,"NoIntervention",55
25,674,1,"NoIntervention",33
26,674,1,"NoIntervention",41
27,674,1,"NoIntervention",34
28,674,1,"NoIntervention",36
29,674,1,"NoIntervention",33
30,674,1,"NoIntervention",34
31,674,1,"NoIntervention",20
32,674,1,"NoIntervention",13
33,674,1,"NoIntervention",15
34,674,1,"NoIntervention",8
35,674,1,"NoIntervention",4
36,674,1,"NoIntervention",5
37,674,1,"NoIntervention",10
38,674,1,"NoIntervention",2
39,674,1,"NoIntervention",1
40,674,1,"NoIntervention",0
41,674,1,"NoIntervention",0
42,674,1,"NoIntervention",0
43,674,1,"NoIntervention",1
44,674,1,"NoIntervention",2
45,674,1,"NoIntervention",0
46,674,1,"NoIntervention",0
47,674,1,"NoIntervention",1
48,674,1,"NoIntervention",0
49,674,1,"NoIntervention",0
50,674,1,"NoIntervention",0
51,674,1,"NoIntervention",0
52,674,1,"NoIntervention",0
53,674,1,"NoIntervention",0
54,674,1,"NoIntervention",0
55,674,1,"NoIntervention",0
56,674,1,"NoIntervention",0
57,674,1,"NoIntervention",0
58,674,1,"NoIntervention",0
59,674,1,"NoIntervention",0
60,674,1,"NoIntervention",0
61,674,1,"NoIntervention",0
62,674,1,"NoIntervention",0
63,674,1,"NoIntervention",0
64,674,1,"NoIntervention",0
65,674,1,"NoIntervention",0
66,674,1,"NoIntervention",0
67,674,1,"NoIntervention",0
68,674,1,"NoIntervention",0
69,674,1,"NoIntervention",0
70,674,1,"NoIntervention",0
71,674,1,"NoIntervention",0
72,674,1,"NoIntervention",0
73,674,1,"NoIntervention",0
1,675,1,"NoIntervention",0
2,675,1,"NoIntervention",0
3,675,1,"NoIntervention",1
4,675,1,"NoIntervention",0
5,675,1,"NoIntervention",1
6,675,1,"NoIntervention",0
7,675,1,"NoIntervention",0
8,675,1,"NoIntervention",0
9,675,1,"NoIntervention",0
10,675,1,"NoIntervention",0
11,675,1,"NoIntervention",1
12,675,1,"NoIntervention",1
13,675,1,"NoIntervention",0
14,675,1,"NoIntervention",0
15,675,1,"NoIntervention",3
16,675,1,"NoIntervention",0
17,675,1,"NoIntervention",6
18,675,1,"NoIntervention",5
19,675,1,"NoIntervention",7
20,675,1,"NoIntervention",4
21,675,1,"NoIntervention",10
22,675,1,"NoIntervention",10
23,675,1,"NoIntervention",15
24,675,1,"NoIntervention",20
25,675,1,"NoIntervention",20
26,675,1,"NoIntervention",11
27,675,1,"NoIntervention",30
28,675,1,"NoIntervention",30
29,675,1,"NoIntervention",29
30,675,1,"NoIntervention",32
31,675,1,"NoIntervention",37
32,675,1,"NoIntervention",40
33,675,1,"NoIntervention",24
34,675,1,"NoIntervention",27
35,675,1,"NoIntervention",25
36,675,1,"NoIntervention",11
37,675,1,"NoIntervention",11
38,675,1,"NoIntervention",13
39,675,1,"NoIntervention",7
40,675,1,"NoIntervention",1
41,675,1,"NoIntervention",5
42,675,1,"NoIntervention",1
43,675,1,"NoIntervention",0
44,675,1,"NoIntervention",1
45,675,1,"NoIntervention",1
46,675,1,"NoIntervention",1
47,675,1,"NoIntervention",0
48,675,1,"NoIntervention",2
49,675,1,"NoIntervention",0
50,675,1,"NoIntervention",0
51,675,1,"NoIntervention",0
52,675,1,"NoIntervention",2
53,675,1,"NoIntervention",0
54,675,1,"NoIntervention",0
55,675,1,"NoIntervention",0
56,675,1,"NoIntervention",0
57,675,1,"NoIntervention",0
58,675,1,"NoIntervention",0
59,675,1,"NoIntervention",0
60,675,1,"NoIntervention",0
61,675,1,"NoIntervention",0
62,675,1,"NoIntervention",0
63,675,1,"NoIntervention",0
64,675,1,"NoIntervention",0
65,675,1,"NoIntervention",0
66,675,1,"NoIntervention",0
67,675,1,"NoIntervention",0
68,675,1,"NoIntervention",0
69,675,1,"NoIntervention",0
70,675,1,"NoIntervention",0
71,675,1,"NoIntervention",0
72,675,1,"NoIntervention",0
73,675,1,"NoIntervention",0
1,676,1,"NoIntervention",0
2,676,1,"NoIntervention",2
3,676,1,"NoIntervention",1
4,676,1,"NoIntervention",1
5,676,1,"NoIntervention",2
6,676,1,"NoIntervention",3
7,676,1,"NoIntervention",2
8,676,1,"NoIntervention",4
9,676,1,"NoIntervention",6
10,676,1,"NoIntervention",7
11,676,1,"NoIntervention",2
12,676,1,"NoIntervention",8
13,676,1,"NoIntervention",6
14,676,1,"NoIntervention",6
15,676,1,"NoIntervention",12
16,676,1,"NoIntervention",16
17,676,1,"NoIntervention",20
18,676,1,"NoIntervention",8
19,676,1,"NoIntervention",20
20,676,1,"NoIntervention",22
21,676,1,"NoIntervention",20
22,676,1,"NoIntervention",28
23,676,1,"NoIntervention",31
24,676,1,"NoIntervention",25
25,676,1,"NoIntervention",23
26,676,1,"NoIntervention",23
27,676,1,"NoIntervention",25
28,676,1,"NoIntervention",30
29,676,1,"NoIntervention",15
30,676,1,"NoIntervention",18
31,676,1,"NoIntervention",16
32,676,1,"NoIntervention",8
33,676,1,"NoIntervention",9
34,676,1,"NoIntervention",7
35,676,1,"NoIntervention",4
36,676,1,"NoIntervention",4
37,676,1,"NoIntervention",2
38,676,1,"NoIntervention",1
39,676,1,"NoIntervention",3
40,676,1,"NoIntervention",1
41,676,1,"NoIntervention",2
42,676,1,"NoIntervention",0
43,676,1,"NoIntervention",0
44,676,1,"NoIntervention",0
45,676,1,"NoIntervention",1
46,676,1,"NoIntervention",0
47,676,1,"NoIntervention",0
48,676,1,"NoIntervention",0
49,676,1,"NoIntervention",0
50,676,1,"NoIntervention",0
51,676,1,"NoIntervention",0
52,676,1,"NoIntervention",0
53,676,1,"NoIntervention",0
54,676,1,"NoIntervention",0
55,676,1,"NoIntervention",0
56,676,1,"NoIntervention",0
57,676,1,"NoIntervention",0
58,676,1,"NoIntervention",0
59,676,1,"NoIntervention",0
60,676,1,"NoIntervention",0
61,676,1,"NoIntervention",0
62,676,1,"NoIntervention",0
63,676,1,"NoIntervention",0
64,676,1,"NoIntervention",0
65,676,1,"NoIntervention",0
66,676,1,"NoIntervention",0
67,676,1,"NoIntervention",0
68,676,1,"NoIntervention",0
69,676,1,"NoIntervention",0
70,676,1,"NoIntervention",0
71,676,1,"NoIntervention",0
72,676,1,"NoIntervention",0
73,676,1,"NoIntervention",0
1,677,1,"NoIntervention",1
2,677,1,"NoIntervention",1
3,677,1,"NoIntervention",1
4,677,1,"NoIntervention",2
5,677,1,"NoIntervention",2
6,677,1,"NoIntervention",2
7,677,1,"NoIntervention",1
8,677,1,"NoIntervention",4
9,677,1,"NoIntervention",6
10,677,1,"NoIntervention",2
11,677,1,"NoIntervention",3
12,677,1,"NoIntervention",4
13,677,1,"NoIntervention",3
14,677,1,"NoIntervention",3
15,677,1,"NoIntervention",7
16,677,1,"NoIntervention",10
17,677,1,"NoIntervention",12
18,677,1,"NoIntervention",7
19,677,1,"NoIntervention",13
20,677,1,"NoIntervention",14
21,677,1,"NoIntervention",12
22,677,1,"NoIntervention",19
23,677,1,"NoIntervention",12
24,677,1,"NoIntervention",12
25,677,1,"NoIntervention",11
26,677,1,"NoIntervention",8
27,677,1,"NoIntervention",15
28,677,1,"NoIntervention",9
29,677,1,"NoIntervention",7
30,677,1,"NoIntervention",3
31,677,1,"NoIntervention",5
32,677,1,"NoIntervention",1
33,677,1,"NoIntervention",2
34,677,1,"NoIntervention",3
35,677,1,"NoIntervention",0
36,677,1,"NoIntervention",0
37,677,1,"NoIntervention",2
38,677,1,"NoIntervention",1
39,677,1,"NoIntervention",0
40,677,1,"NoIntervention",0
41,677,1,"NoIntervention",0
42,677,1,"NoIntervention",0
43,677,1,"NoIntervention",0
44,677,1,"NoIntervention",0
45,677,1,"NoIntervention",0
46,677,1,"NoIntervention",0
47,677,1,"NoIntervention",0
48,677,1,"NoIntervention",0
49,677,1,"NoIntervention",0
50,677,1,"NoIntervention",0
51,677,1,"NoIntervention",0
52,677,1,"NoIntervention",0
53,677,1,"NoIntervention",0
54,677,1,"NoIntervention",0
55,677,1,"NoIntervention",0
56,677,1,"NoIntervention",0
57,677,1,"NoIntervention",0
58,677,1,"NoIntervention",0
59,677,1,"NoIntervention",0
60,677,1,"NoIntervention",0
61,677,1,"NoIntervention",0
62,677,1,"NoIntervention",0
63,677,1,"NoIntervention",0
64,677,1,"NoIntervention",0
65,677,1,"NoIntervention",0
66,677,1,"NoIntervention",0
67,677,1,"NoIntervention",0
68,677,1,"NoIntervention",0
69,677,1,"NoIntervention",0
70,677,1,"NoIntervention",0
71,677,1,"NoIntervention",0
72,677,1,"NoIntervention",0
73,677,1,"NoIntervention",0
1,678,1,"NoIntervention",0
2,678,1,"NoIntervention",0
3,678,1,"NoIntervention",1
4,678,1,"NoIntervention",0
5,678,1,"NoIntervention",2
6,678,1,"NoIntervention",0
7,678,1,"NoIntervention",0
8,678,1,"NoIntervention",1
9,678,1,"NoIntervention",0
10,678,1,"NoIntervention",0
11,678,1,"NoIntervention",1
12,678,1,"NoIntervention",2
13,678,1,"NoIntervention",1
14,678,1,"NoIntervention",1
15,678,1,"NoIntervention",3
16,678,1,"NoIntervention",2
17,678,1,"NoIntervention",7
18,678,1,"NoIntervention",2
19,678,1,"NoIntervention",9
20,678,1,"NoIntervention",5
21,678,1,"NoIntervention",12
22,678,1,"NoIntervention",10
23,678,1,"NoIntervention",15
24,678,1,"NoIntervention",13
25,678,1,"NoIntervention",17
26,678,1,"NoIntervention",21
27,678,1,"NoIntervention",15
28,678,1,"NoIntervention",16
29,678,1,"NoIntervention",15
30,678,1,"NoIntervention",14
31,678,1,"NoIntervention",9
32,678,1,"NoIntervention",4
33,678,1,"NoIntervention",6
34,678,1,"NoIntervention",9
35,678,1,"NoIntervention",1
36,678,1,"NoIntervention",4
37,678,1,"NoIntervention",2
38,678,1,"NoIntervention",2
39,678,1,"NoIntervention",1
40,678,1,"NoIntervention",0
41,678,1,"NoIntervention",0
42,678,1,"NoIntervention",0
43,678,1,"NoIntervention",0
44,678,1,"NoIntervention",0
45,678,1,"NoIntervention",0
46,678,1,"NoIntervention",0
47,678,1,"NoIntervention",0
48,678,1,"NoIntervention",0
49,678,1,"NoIntervention",0
50,678,1,"NoIntervention",0
51,678,1,"NoIntervention",0
52,678,1,"NoIntervention",0
53,678,1,"NoIntervention",0
