"time","rep","importation","sim_scenario","infections"
67,120,1,"NoIntervention",0
68,120,1,"NoIntervention",0
69,120,1,"NoIntervention",0
70,120,1,"NoIntervention",0
71,120,1,"NoIntervention",0
72,120,1,"NoIntervention",0
73,120,1,"NoIntervention",0
1,121,1,"NoIntervention",0
2,121,1,"NoIntervention",1
3,121,1,"NoIntervention",0
4,121,1,"NoIntervention",2
5,121,1,"NoIntervention",0
6,121,1,"NoIntervention",2
7,121,1,"NoIntervention",1
8,121,1,"NoIntervention",3
9,121,1,"NoIntervention",3
10,121,1,"NoIntervention",4
11,121,1,"NoIntervention",2
12,121,1,"NoIntervention",2
13,121,1,"NoIntervention",3
14,121,1,"NoIntervention",4
15,121,1,"NoIntervention",11
16,121,1,"NoIntervention",11
17,121,1,"NoIntervention",6
18,121,1,"NoIntervention",12
19,121,1,"NoIntervention",13
20,121,1,"NoIntervention",6
21,121,1,"NoIntervention",28
22,121,1,"NoIntervention",26
23,121,1,"NoIntervention",26
24,121,1,"NoIntervention",25
25,121,1,"NoIntervention",36
26,121,1,"NoIntervention",40
27,121,1,"NoIntervention",38
28,121,1,"NoIntervention",37
29,121,1,"NoIntervention",36
30,121,1,"NoIntervention",43
31,121,1,"NoIntervention",49
32,121,1,"NoIntervention",33
33,121,1,"NoIntervention",27
34,121,1,"NoIntervention",38
35,121,1,"NoIntervention",24
36,121,1,"NoIntervention",16
37,121,1,"NoIntervention",15
38,121,1,"NoIntervention",15
39,121,1,"NoIntervention",7
40,121,1,"NoIntervention",1
41,121,1,"NoIntervention",5
42,121,1,"NoIntervention",4
43,121,1,"NoIntervention",1
44,121,1,"NoIntervention",1
45,121,1,"NoIntervention",2
46,121,1,"NoIntervention",2
47,121,1,"NoIntervention",1
48,121,1,"NoIntervention",0
49,121,1,"NoIntervention",1
50,121,1,"NoIntervention",1
51,121,1,"NoIntervention",0
52,121,1,"NoIntervention",0
53,121,1,"NoIntervention",0
54,121,1,"NoIntervention",0
55,121,1,"NoIntervention",0
56,121,1,"NoIntervention",0
57,121,1,"NoIntervention",0
58,121,1,"NoIntervention",0
59,121,1,"NoIntervention",0
60,121,1,"NoIntervention",0
61,121,1,"NoIntervention",0
62,121,1,"NoIntervention",0
63,121,1,"NoIntervention",0
64,121,1,"NoIntervention",1
65,121,1,"NoIntervention",0
66,121,1,"NoIntervention",0
67,121,1,"NoIntervention",0
68,121,1,"NoIntervention",0
69,121,1,"NoIntervention",0
70,121,1,"NoIntervention",0
71,121,1,"NoIntervention",0
72,121,1,"NoIntervention",0
73,121,1,"NoIntervention",0
1,122,1,"NoIntervention",0
2,122,1,"NoIntervention",0
3,122,1,"NoIntervention",0
4,122,1,"NoIntervention",1
5,122,1,"NoIntervention",1
6,122,1,"NoIntervention",0
7,122,1,"NoIntervention",0
8,122,1,"NoIntervention",2
9,122,1,"NoIntervention",1
10,122,1,"NoIntervention",1
11,122,1,"NoIntervention",1
12,122,1,"NoIntervention",1
13,122,1,"NoIntervention",5
14,122,1,"NoIntervention",2
15,122,1,"NoIntervention",3
16,122,1,"NoIntervention",7
17,122,1,"NoIntervention",5
18,122,1,"NoIntervention",8
19,122,1,"NoIntervention",8
20,122,1,"NoIntervention",16
21,122,1,"NoIntervention",9
22,122,1,"NoIntervention",10
23,122,1,"NoIntervention",16
24,122,1,"NoIntervention",18
25,122,1,"NoIntervention",23
26,122,1,"NoIntervention",13
27,122,1,"NoIntervention",12
28,122,1,"NoIntervention",14
29,122,1,"NoIntervention",10
30,122,1,"NoIntervention",5
31,122,1,"NoIntervention",9
32,122,1,"NoIntervention",6
33,122,1,"NoIntervention",4
34,122,1,"NoIntervention",2
35,122,1,"NoIntervention",2
36,122,1,"NoIntervention",2
37,122,1,"NoIntervention",2
38,122,1,"NoIntervention",0
39,122,1,"NoIntervention",1
40,122,1,"NoIntervention",0
41,122,1,"NoIntervention",0
42,122,1,"NoIntervention",1
43,122,1,"NoIntervention",2
44,122,1,"NoIntervention",0
45,122,1,"NoIntervention",1
46,122,1,"NoIntervention",2
47,122,1,"NoIntervention",1
48,122,1,"NoIntervention",3
49,122,1,"NoIntervention",1
50,122,1,"NoIntervention",3
51,122,1,"NoIntervention",5
52,122,1,"NoIntervention",3
53,122,1,"NoIntervention",13
54,122,1,"NoIntervention",12
55,122,1,"NoIntervention",8
56,122,1,"NoIntervention",20
57,122,1,"NoIntervention",17
58,122,1,"NoIntervention",34
59,122,1,"NoIntervention",31
60,122,1,"NoIntervention",35
61,122,1,"NoIntervention",41
62,122,1,"NoIntervention",48
63,122,1,"NoIntervention",45
64,122,1,"NoIntervention",53
65,122,1,"NoIntervention",65
66,122,1,"NoIntervention",41
67,122,1,"NoIntervention",41
68,122,1,"NoIntervention",33
69,122,1,"NoIntervention",34
70,122,1,"NoIntervention",28
71,122,1,"NoIntervention",14
72,122,1,"NoIntervention",9
73,122,1,"NoIntervention",8
1,123,1,"NoIntervention",0
2,123,1,"NoIntervention",1
3,123,1,"NoIntervention",2
4,123,1,"NoIntervention",1
5,123,1,"NoIntervention",2
6,123,1,"NoIntervention",0
7,123,1,"NoIntervention",3
8,123,1,"NoIntervention",3
9,123,1,"NoIntervention",3
10,123,1,"NoIntervention",2
11,123,1,"NoIntervention",4
12,123,1,"NoIntervention",3
13,123,1,"NoIntervention",4
14,123,1,"NoIntervention",4
15,123,1,"NoIntervention",6
16,123,1,"NoIntervention",8
17,123,1,"NoIntervention",13
18,123,1,"NoIntervention",9
19,123,1,"NoIntervention",15
20,123,1,"NoIntervention",16
21,123,1,"NoIntervention",13
22,123,1,"NoIntervention",30
23,123,1,"NoIntervention",31
24,123,1,"NoIntervention",23
25,123,1,"NoIntervention",23
26,123,1,"NoIntervention",28
27,123,1,"NoIntervention",27
28,123,1,"NoIntervention",35
29,123,1,"NoIntervention",32
30,123,1,"NoIntervention",22
31,123,1,"NoIntervention",21
32,123,1,"NoIntervention",19
33,123,1,"NoIntervention",14
34,123,1,"NoIntervention",15
35,123,1,"NoIntervention",14
36,123,1,"NoIntervention",7
37,123,1,"NoIntervention",12
38,123,1,"NoIntervention",7
39,123,1,"NoIntervention",19
40,123,1,"NoIntervention",10
41,123,1,"NoIntervention",14
42,123,1,"NoIntervention",21
43,123,1,"NoIntervention",12
44,123,1,"NoIntervention",21
45,123,1,"NoIntervention",14
46,123,1,"NoIntervention",14
47,123,1,"NoIntervention",15
48,123,1,"NoIntervention",13
49,123,1,"NoIntervention",12
50,123,1,"NoIntervention",11
51,123,1,"NoIntervention",10
52,123,1,"NoIntervention",5
53,123,1,"NoIntervention",3
54,123,1,"NoIntervention",1
55,123,1,"NoIntervention",2
56,123,1,"NoIntervention",2
57,123,1,"NoIntervention",1
58,123,1,"NoIntervention",1
59,123,1,"NoIntervention",0
60,123,1,"NoIntervention",0
61,123,1,"NoIntervention",0
62,123,1,"NoIntervention",0
63,123,1,"NoIntervention",0
64,123,1,"NoIntervention",0
65,123,1,"NoIntervention",0
66,123,1,"NoIntervention",0
67,123,1,"NoIntervention",0
68,123,1,"NoIntervention",0
69,123,1,"NoIntervention",0
70,123,1,"NoIntervention",0
71,123,1,"NoIntervention",0
72,123,1,"NoIntervention",0
73,123,1,"NoIntervention",0
1,124,1,"NoIntervention",0
2,124,1,"NoIntervention",0
3,124,1,"NoIntervention",1
4,124,1,"NoIntervention",0
5,124,1,"NoIntervention",0
6,124,1,"NoIntervention",0
7,124,1,"NoIntervention",2
8,124,1,"NoIntervention",0
9,124,1,"NoIntervention",0
10,124,1,"NoIntervention",0
11,124,1,"NoIntervention",2
12,124,1,"NoIntervention",0
13,124,1,"NoIntervention",0
14,124,1,"NoIntervention",0
15,124,1,"NoIntervention",1
16,124,1,"NoIntervention",5
17,124,1,"NoIntervention",6
18,124,1,"NoIntervention",5
19,124,1,"NoIntervention",3
20,124,1,"NoIntervention",9
21,124,1,"NoIntervention",5
22,124,1,"NoIntervention",9
23,124,1,"NoIntervention",10
24,124,1,"NoIntervention",14
25,124,1,"NoIntervention",19
26,124,1,"NoIntervention",15
27,124,1,"NoIntervention",18
28,124,1,"NoIntervention",9
29,124,1,"NoIntervention",20
30,124,1,"NoIntervention",12
31,124,1,"NoIntervention",6
32,124,1,"NoIntervention",11
33,124,1,"NoIntervention",6
34,124,1,"NoIntervention",11
35,124,1,"NoIntervention",8
36,124,1,"NoIntervention",4
37,124,1,"NoIntervention",3
38,124,1,"NoIntervention",4
39,124,1,"NoIntervention",2
40,124,1,"NoIntervention",0
41,124,1,"NoIntervention",0
42,124,1,"NoIntervention",0
43,124,1,"NoIntervention",0
44,124,1,"NoIntervention",0
45,124,1,"NoIntervention",1
46,124,1,"NoIntervention",0
47,124,1,"NoIntervention",0
48,124,1,"NoIntervention",0
49,124,1,"NoIntervention",0
50,124,1,"NoIntervention",0
51,124,1,"NoIntervention",0
52,124,1,"NoIntervention",0
53,124,1,"NoIntervention",0
54,124,1,"NoIntervention",0
55,124,1,"NoIntervention",0
56,124,1,"NoIntervention",0
57,124,1,"NoIntervention",0
58,124,1,"NoIntervention",0
59,124,1,"NoIntervention",0
60,124,1,"NoIntervention",0
61,124,1,"NoIntervention",0
62,124,1,"NoIntervention",0
63,124,1,"NoIntervention",0
64,124,1,"NoIntervention",0
65,124,1,"NoIntervention",0
66,124,1,"NoIntervention",0
67,124,1,"NoIntervention",0
68,124,1,"NoIntervention",0
69,124,1,"NoIntervention",0
70,124,1,"NoIntervention",0
71,124,1,"NoIntervention",0
72,124,1,"NoIntervention",0
73,124,1,"NoIntervention",0
1,125,1,"NoIntervention",1
2,125,1,"NoIntervention",0
3,125,1,"NoIntervention",1
4,125,1,"NoIntervention",0
5,125,1,"NoIntervention",1
6,125,1,"NoIntervention",0
7,125,1,"NoIntervention",0
8,125,1,"NoIntervention",1
9,125,1,"NoIntervention",1
10,125,1,"NoIntervention",3
11,125,1,"NoIntervention",2
12,125,1,"NoIntervention",5
13,125,1,"NoIntervention",6
14,125,1,"NoIntervention",4
15,125,1,"NoIntervention",6
16,125,1,"NoIntervention",7
17,125,1,"NoIntervention",11
18,125,1,"NoIntervention",14
19,125,1,"NoIntervention",21
20,125,1,"NoIntervention",13
21,125,1,"NoIntervention",16
22,125,1,"NoIntervention",16
23,125,1,"NoIntervention",20
24,125,1,"NoIntervention",15
25,125,1,"NoIntervention",11
26,125,1,"NoIntervention",12
27,125,1,"NoIntervention",13
28,125,1,"NoIntervention",5
29,125,1,"NoIntervention",5
30,125,1,"NoIntervention",4
31,125,1,"NoIntervention",6
32,125,1,"NoIntervention",1
33,125,1,"NoIntervention",2
34,125,1,"NoIntervention",0
35,125,1,"NoIntervention",2
36,125,1,"NoIntervention",3
37,125,1,"NoIntervention",5
38,125,1,"NoIntervention",1
39,125,1,"NoIntervention",3
40,125,1,"NoIntervention",3
41,125,1,"NoIntervention",8
42,125,1,"NoIntervention",10
43,125,1,"NoIntervention",10
44,125,1,"NoIntervention",10
45,125,1,"NoIntervention",13
46,125,1,"NoIntervention",18
47,125,1,"NoIntervention",20
48,125,1,"NoIntervention",32
49,125,1,"NoIntervention",31
50,125,1,"NoIntervention",40
51,125,1,"NoIntervention",40
52,125,1,"NoIntervention",44
53,125,1,"NoIntervention",55
54,125,1,"NoIntervention",57
55,125,1,"NoIntervention",41
56,125,1,"NoIntervention",38
57,125,1,"NoIntervention",39
58,125,1,"NoIntervention",40
59,125,1,"NoIntervention",28
60,125,1,"NoIntervention",18
61,125,1,"NoIntervention",13
62,125,1,"NoIntervention",12
63,125,1,"NoIntervention",10
64,125,1,"NoIntervention",8
65,125,1,"NoIntervention",2
66,125,1,"NoIntervention",4
67,125,1,"NoIntervention",4
68,125,1,"NoIntervention",2
69,125,1,"NoIntervention",0
70,125,1,"NoIntervention",0
71,125,1,"NoIntervention",1
72,125,1,"NoIntervention",1
73,125,1,"NoIntervention",1
1,126,1,"NoIntervention",0
2,126,1,"NoIntervention",1
3,126,1,"NoIntervention",1
4,126,1,"NoIntervention",0
5,126,1,"NoIntervention",0
6,126,1,"NoIntervention",1
7,126,1,"NoIntervention",1
8,126,1,"NoIntervention",1
9,126,1,"NoIntervention",3
10,126,1,"NoIntervention",3
11,126,1,"NoIntervention",4
12,126,1,"NoIntervention",6
13,126,1,"NoIntervention",4
14,126,1,"NoIntervention",2
15,126,1,"NoIntervention",10
16,126,1,"NoIntervention",9
17,126,1,"NoIntervention",12
18,126,1,"NoIntervention",10
19,126,1,"NoIntervention",9
20,126,1,"NoIntervention",20
21,126,1,"NoIntervention",20
22,126,1,"NoIntervention",15
23,126,1,"NoIntervention",15
24,126,1,"NoIntervention",10
25,126,1,"NoIntervention",19
26,126,1,"NoIntervention",14
27,126,1,"NoIntervention",16
28,126,1,"NoIntervention",9
29,126,1,"NoIntervention",20
30,126,1,"NoIntervention",10
31,126,1,"NoIntervention",17
32,126,1,"NoIntervention",19
33,126,1,"NoIntervention",12
34,126,1,"NoIntervention",16
35,126,1,"NoIntervention",16
36,126,1,"NoIntervention",17
37,126,1,"NoIntervention",21
38,126,1,"NoIntervention",12
39,126,1,"NoIntervention",15
40,126,1,"NoIntervention",6
41,126,1,"NoIntervention",10
42,126,1,"NoIntervention",7
43,126,1,"NoIntervention",6
44,126,1,"NoIntervention",2
45,126,1,"NoIntervention",1
46,126,1,"NoIntervention",4
47,126,1,"NoIntervention",0
48,126,1,"NoIntervention",1
49,126,1,"NoIntervention",0
50,126,1,"NoIntervention",2
51,126,1,"NoIntervention",0
52,126,1,"NoIntervention",0
53,126,1,"NoIntervention",0
54,126,1,"NoIntervention",1
55,126,1,"NoIntervention",1
56,126,1,"NoIntervention",0
57,126,1,"NoIntervention",1
58,126,1,"NoIntervention",0
59,126,1,"NoIntervention",0
60,126,1,"NoIntervention",1
61,126,1,"NoIntervention",0
62,126,1,"NoIntervention",0
63,126,1,"NoIntervention",1
64,126,1,"NoIntervention",1
65,126,1,"NoIntervention",0
66,126,1,"NoIntervention",5
67,126,1,"NoIntervention",3
68,126,1,"NoIntervention",2
69,126,1,"NoIntervention",6
70,126,1,"NoIntervention",4
71,126,1,"NoIntervention",9
72,126,1,"NoIntervention",6
73,126,1,"NoIntervention",13
1,127,1,"NoIntervention",1
2,127,1,"NoIntervention",0
3,127,1,"NoIntervention",0
4,127,1,"NoIntervention",1
5,127,1,"NoIntervention",1
6,127,1,"NoIntervention",0
7,127,1,"NoIntervention",1
8,127,1,"NoIntervention",2
9,127,1,"NoIntervention",2
10,127,1,"NoIntervention",6
11,127,1,"NoIntervention",2
12,127,1,"NoIntervention",8
13,127,1,"NoIntervention",7
14,127,1,"NoIntervention",8
15,127,1,"NoIntervention",15
16,127,1,"NoIntervention",20
17,127,1,"NoIntervention",22
18,127,1,"NoIntervention",28
19,127,1,"NoIntervention",22
20,127,1,"NoIntervention",38
21,127,1,"NoIntervention",49
22,127,1,"NoIntervention",44
23,127,1,"NoIntervention",62
24,127,1,"NoIntervention",48
25,127,1,"NoIntervention",39
26,127,1,"NoIntervention",53
27,127,1,"NoIntervention",47
28,127,1,"NoIntervention",32
29,127,1,"NoIntervention",32
30,127,1,"NoIntervention",26
31,127,1,"NoIntervention",19
32,127,1,"NoIntervention",17
33,127,1,"NoIntervention",7
34,127,1,"NoIntervention",4
35,127,1,"NoIntervention",15
36,127,1,"NoIntervention",3
37,127,1,"NoIntervention",10
38,127,1,"NoIntervention",3
39,127,1,"NoIntervention",4
40,127,1,"NoIntervention",9
41,127,1,"NoIntervention",9
42,127,1,"NoIntervention",8
43,127,1,"NoIntervention",14
44,127,1,"NoIntervention",20
45,127,1,"NoIntervention",14
46,127,1,"NoIntervention",16
47,127,1,"NoIntervention",14
48,127,1,"NoIntervention",18
49,127,1,"NoIntervention",17
50,127,1,"NoIntervention",14
51,127,1,"NoIntervention",15
52,127,1,"NoIntervention",6
53,127,1,"NoIntervention",5
54,127,1,"NoIntervention",4
55,127,1,"NoIntervention",2
56,127,1,"NoIntervention",1
57,127,1,"NoIntervention",2
58,127,1,"NoIntervention",2
59,127,1,"NoIntervention",0
60,127,1,"NoIntervention",0
61,127,1,"NoIntervention",0
62,127,1,"NoIntervention",1
63,127,1,"NoIntervention",0
64,127,1,"NoIntervention",0
65,127,1,"NoIntervention",0
66,127,1,"NoIntervention",0
67,127,1,"NoIntervention",0
68,127,1,"NoIntervention",0
69,127,1,"NoIntervention",0
70,127,1,"NoIntervention",0
71,127,1,"NoIntervention",0
72,127,1,"NoIntervention",0
73,127,1,"NoIntervention",0
1,128,1,"NoIntervention",1
2,128,1,"NoIntervention",0
3,128,1,"NoIntervention",0
4,128,1,"NoIntervention",0
5,128,1,"NoIntervention",0
6,128,1,"NoIntervention",0
7,128,1,"NoIntervention",0
8,128,1,"NoIntervention",0
9,128,1,"NoIntervention",0
10,128,1,"NoIntervention",0
11,128,1,"NoIntervention",0
12,128,1,"NoIntervention",0
13,128,1,"NoIntervention",0
14,128,1,"NoIntervention",0
15,128,1,"NoIntervention",0
16,128,1,"NoIntervention",0
17,128,1,"NoIntervention",0
18,128,1,"NoIntervention",0
19,128,1,"NoIntervention",0
20,128,1,"NoIntervention",0
21,128,1,"NoIntervention",0
22,128,1,"NoIntervention",0
23,128,1,"NoIntervention",0
24,128,1,"NoIntervention",0
25,128,1,"NoIntervention",0
26,128,1,"NoIntervention",0
27,128,1,"NoIntervention",0
28,128,1,"NoIntervention",0
29,128,1,"NoIntervention",0
30,128,1,"NoIntervention",0
31,128,1,"NoIntervention",0
32,128,1,"NoIntervention",0
33,128,1,"NoIntervention",0
34,128,1,"NoIntervention",0
35,128,1,"NoIntervention",0
36,128,1,"NoIntervention",0
37,128,1,"NoIntervention",0
38,128,1,"NoIntervention",0
39,128,1,"NoIntervention",0
40,128,1,"NoIntervention",0
41,128,1,"NoIntervention",0
42,128,1,"NoIntervention",0
43,128,1,"NoIntervention",0
44,128,1,"NoIntervention",0
45,128,1,"NoIntervention",0
46,128,1,"NoIntervention",0
47,128,1,"NoIntervention",0
48,128,1,"NoIntervention",0
49,128,1,"NoIntervention",0
50,128,1,"NoIntervention",0
51,128,1,"NoIntervention",0
52,128,1,"NoIntervention",0
53,128,1,"NoIntervention",0
54,128,1,"NoIntervention",0
55,128,1,"NoIntervention",0
56,128,1,"NoIntervention",0
57,128,1,"NoIntervention",0
58,128,1,"NoIntervention",0
59,128,1,"NoIntervention",0
60,128,1,"NoIntervention",0
61,128,1,"NoIntervention",0
62,128,1,"NoIntervention",0
63,128,1,"NoIntervention",0
64,128,1,"NoIntervention",0
65,128,1,"NoIntervention",0
66,128,1,"NoIntervention",0
67,128,1,"NoIntervention",0
68,128,1,"NoIntervention",0
69,128,1,"NoIntervention",0
70,128,1,"NoIntervention",0
71,128,1,"NoIntervention",0
72,128,1,"NoIntervention",0
73,128,1,"NoIntervention",0
1,129,1,"NoIntervention",1
2,129,1,"NoIntervention",1
3,129,1,"NoIntervention",2
4,129,1,"NoIntervention",1
5,129,1,"NoIntervention",2
6,129,1,"NoIntervention",4
7,129,1,"NoIntervention",1
8,129,1,"NoIntervention",3
9,129,1,"NoIntervention",1
10,129,1,"NoIntervention",2
11,129,1,"NoIntervention",6
12,129,1,"NoIntervention",6
13,129,1,"NoIntervention",7
14,129,1,"NoIntervention",4
15,129,1,"NoIntervention",13
16,129,1,"NoIntervention",14
17,129,1,"NoIntervention",14
18,129,1,"NoIntervention",20
19,129,1,"NoIntervention",13
20,129,1,"NoIntervention",26
21,129,1,"NoIntervention",17
22,129,1,"NoIntervention",23
23,129,1,"NoIntervention",26
24,129,1,"NoIntervention",17
25,129,1,"NoIntervention",16
26,129,1,"NoIntervention",23
27,129,1,"NoIntervention",20
28,129,1,"NoIntervention",21
29,129,1,"NoIntervention",22
30,129,1,"NoIntervention",18
31,129,1,"NoIntervention",16
32,129,1,"NoIntervention",17
33,129,1,"NoIntervention",11
34,129,1,"NoIntervention",9
35,129,1,"NoIntervention",7
36,129,1,"NoIntervention",9
37,129,1,"NoIntervention",2
38,129,1,"NoIntervention",4
39,129,1,"NoIntervention",1
40,129,1,"NoIntervention",1
41,129,1,"NoIntervention",0
42,129,1,"NoIntervention",1
43,129,1,"NoIntervention",1
44,129,1,"NoIntervention",2
45,129,1,"NoIntervention",1
46,129,1,"NoIntervention",1
47,129,1,"NoIntervention",0
48,129,1,"NoIntervention",1
49,129,1,"NoIntervention",0
50,129,1,"NoIntervention",0
51,129,1,"NoIntervention",0
52,129,1,"NoIntervention",0
53,129,1,"NoIntervention",1
54,129,1,"NoIntervention",0
55,129,1,"NoIntervention",0
56,129,1,"NoIntervention",0
57,129,1,"NoIntervention",0
58,129,1,"NoIntervention",0
59,129,1,"NoIntervention",0
60,129,1,"NoIntervention",0
61,129,1,"NoIntervention",0
62,129,1,"NoIntervention",0
63,129,1,"NoIntervention",0
64,129,1,"NoIntervention",0
65,129,1,"NoIntervention",0
66,129,1,"NoIntervention",0
67,129,1,"NoIntervention",0
68,129,1,"NoIntervention",0
69,129,1,"NoIntervention",0
70,129,1,"NoIntervention",0
71,129,1,"NoIntervention",0
72,129,1,"NoIntervention",0
73,129,1,"NoIntervention",0
1,130,1,"NoIntervention",0
2,130,1,"NoIntervention",0
3,130,1,"NoIntervention",0
4,130,1,"NoIntervention",0
5,130,1,"NoIntervention",0
6,130,1,"NoIntervention",0
7,130,1,"NoIntervention",0
8,130,1,"NoIntervention",0
9,130,1,"NoIntervention",0
10,130,1,"NoIntervention",0
11,130,1,"NoIntervention",0
12,130,1,"NoIntervention",0
13,130,1,"NoIntervention",0
14,130,1,"NoIntervention",0
15,130,1,"NoIntervention",0
16,130,1,"NoIntervention",0
17,130,1,"NoIntervention",0
18,130,1,"NoIntervention",0
19,130,1,"NoIntervention",0
20,130,1,"NoIntervention",0
21,130,1,"NoIntervention",0
22,130,1,"NoIntervention",0
23,130,1,"NoIntervention",0
24,130,1,"NoIntervention",0
25,130,1,"NoIntervention",0
26,130,1,"NoIntervention",0
27,130,1,"NoIntervention",0
28,130,1,"NoIntervention",0
29,130,1,"NoIntervention",0
30,130,1,"NoIntervention",0
31,130,1,"NoIntervention",0
32,130,1,"NoIntervention",0
33,130,1,"NoIntervention",0
34,130,1,"NoIntervention",0
35,130,1,"NoIntervention",0
36,130,1,"NoIntervention",0
37,130,1,"NoIntervention",0
38,130,1,"NoIntervention",0
39,130,1,"NoIntervention",0
40,130,1,"NoIntervention",0
41,130,1,"NoIntervention",0
42,130,1,"NoIntervention",0
43,130,1,"NoIntervention",0
44,130,1,"NoIntervention",0
45,130,1,"NoIntervention",0
46,130,1,"NoIntervention",0
47,130,1,"NoIntervention",0
48,130,1,"NoIntervention",0
49,130,1,"NoIntervention",0
50,130,1,"NoIntervention",0
51,130,1,"NoIntervention",0
52,130,1,"NoIntervention",0
53,130,1,"NoIntervention",0
54,130,1,"NoIntervention",0
55,130,1,"NoIntervention",0
56,130,1,"NoIntervention",0
57,130,1,"NoIntervention",0
58,130,1,"NoIntervention",0
59,130,1,"NoIntervention",0
60,130,1,"NoIntervention",0
61,130,1,"NoIntervention",0
62,130,1,"NoIntervention",0
63,130,1,"NoIntervention",0
64,130,1,"NoIntervention",0
65,130,1,"NoIntervention",0
66,130,1,"NoIntervention",0
67,130,1,"NoIntervention",0
68,130,1,"NoIntervention",0
69,130,1,"NoIntervention",0
70,130,1,"NoIntervention",0
71,130,1,"NoIntervention",0
72,130,1,"NoIntervention",0
73,130,1,"NoIntervention",0
1,131,1,"NoIntervention",0
2,131,1,"NoIntervention",2
3,131,1,"NoIntervention",2
4,131,1,"NoIntervention",1
5,131,1,"NoIntervention",0
6,131,1,"NoIntervention",0
7,131,1,"NoIntervention",0
8,131,1,"NoIntervention",1
9,131,1,"NoIntervention",0
10,131,1,"NoIntervention",1
11,131,1,"NoIntervention",3
12,131,1,"NoIntervention",0
13,131,1,"NoIntervention",0
14,131,1,"NoIntervention",0
15,131,1,"NoIntervention",2
16,131,1,"NoIntervention",1
17,131,1,"NoIntervention",1
18,131,1,"NoIntervention",2
19,131,1,"NoIntervention",3
20,131,1,"NoIntervention",0
21,131,1,"NoIntervention",1
22,131,1,"NoIntervention",5
23,131,1,"NoIntervention",6
24,131,1,"NoIntervention",4
25,131,1,"NoIntervention",7
26,131,1,"NoIntervention",4
27,131,1,"NoIntervention",5
28,131,1,"NoIntervention",8
29,131,1,"NoIntervention",15
30,131,1,"NoIntervention",16
31,131,1,"NoIntervention",10
32,131,1,"NoIntervention",18
33,131,1,"NoIntervention",19
34,131,1,"NoIntervention",15
35,131,1,"NoIntervention",13
36,131,1,"NoIntervention",9
37,131,1,"NoIntervention",5
38,131,1,"NoIntervention",8
39,131,1,"NoIntervention",7
40,131,1,"NoIntervention",4
41,131,1,"NoIntervention",5
42,131,1,"NoIntervention",2
43,131,1,"NoIntervention",4
44,131,1,"NoIntervention",3
45,131,1,"NoIntervention",1
46,131,1,"NoIntervention",1
47,131,1,"NoIntervention",0
48,131,1,"NoIntervention",1
49,131,1,"NoIntervention",0
50,131,1,"NoIntervention",1
51,131,1,"NoIntervention",1
52,131,1,"NoIntervention",1
53,131,1,"NoIntervention",3
54,131,1,"NoIntervention",0
55,131,1,"NoIntervention",2
56,131,1,"NoIntervention",3
57,131,1,"NoIntervention",10
58,131,1,"NoIntervention",4
59,131,1,"NoIntervention",6
60,131,1,"NoIntervention",8
61,131,1,"NoIntervention",10
62,131,1,"NoIntervention",8
63,131,1,"NoIntervention",9
64,131,1,"NoIntervention",9
65,131,1,"NoIntervention",15
66,131,1,"NoIntervention",19
67,131,1,"NoIntervention",16
68,131,1,"NoIntervention",16
69,131,1,"NoIntervention",20
70,131,1,"NoIntervention",17
71,131,1,"NoIntervention",9
72,131,1,"NoIntervention",15
73,131,1,"NoIntervention",13
1,132,1,"NoIntervention",2
2,132,1,"NoIntervention",1
3,132,1,"NoIntervention",3
4,132,1,"NoIntervention",4
5,132,1,"NoIntervention",2
6,132,1,"NoIntervention",1
7,132,1,"NoIntervention",4
8,132,1,"NoIntervention",4
9,132,1,"NoIntervention",8
10,132,1,"NoIntervention",6
11,132,1,"NoIntervention",6
12,132,1,"NoIntervention",2
13,132,1,"NoIntervention",6
14,132,1,"NoIntervention",4
15,132,1,"NoIntervention",19
16,132,1,"NoIntervention",26
17,132,1,"NoIntervention",18
18,132,1,"NoIntervention",23
19,132,1,"NoIntervention",35
20,132,1,"NoIntervention",22
21,132,1,"NoIntervention",33
22,132,1,"NoIntervention",40
23,132,1,"NoIntervention",35
24,132,1,"NoIntervention",43
25,132,1,"NoIntervention",25
26,132,1,"NoIntervention",33
27,132,1,"NoIntervention",28
28,132,1,"NoIntervention",28
29,132,1,"NoIntervention",28
30,132,1,"NoIntervention",20
31,132,1,"NoIntervention",27
32,132,1,"NoIntervention",22
33,132,1,"NoIntervention",20
34,132,1,"NoIntervention",15
35,132,1,"NoIntervention",14
36,132,1,"NoIntervention",12
37,132,1,"NoIntervention",18
38,132,1,"NoIntervention",8
39,132,1,"NoIntervention",4
40,132,1,"NoIntervention",8
41,132,1,"NoIntervention",7
42,132,1,"NoIntervention",3
43,132,1,"NoIntervention",1
44,132,1,"NoIntervention",2
45,132,1,"NoIntervention",0
46,132,1,"NoIntervention",1
47,132,1,"NoIntervention",1
48,132,1,"NoIntervention",0
49,132,1,"NoIntervention",0
50,132,1,"NoIntervention",0
51,132,1,"NoIntervention",0
52,132,1,"NoIntervention",0
53,132,1,"NoIntervention",0
54,132,1,"NoIntervention",0
55,132,1,"NoIntervention",0
56,132,1,"NoIntervention",0
57,132,1,"NoIntervention",0
58,132,1,"NoIntervention",0
59,132,1,"NoIntervention",0
60,132,1,"NoIntervention",0
61,132,1,"NoIntervention",0
62,132,1,"NoIntervention",0
63,132,1,"NoIntervention",0
